Wavelength	67481<10	sd	67481 10-20	sd	67481 20-45	sd	67481 <45	sd
1710.0	0.55003	0.0053250	0.46870	0.0047420	0.35045	0.0049660	0.45904	0.0062420
1715.0	0.55058	0.0051850	0.46960	0.0046530	0.35190	0.0045260	0.45943	0.0054730
1720.0	0.55092	0.0052950	0.47031	0.0047250	0.35218	0.0043350	0.45949	0.0054690
1725.0	0.55073	0.0051130	0.46992	0.0046430	0.35249	0.0040800	0.45975	0.0062050
1730.0	0.55101	0.0051860	0.47014	0.0045820	0.35273	0.0043680	0.45983	0.0060230
1735.0	0.55168	0.0051450	0.47018	0.0044990	0.35338	0.0042410	0.46047	0.0058130
1740.0	0.55256	0.0050600	0.47110	0.0045840	0.35341	0.0040460	0.46054	0.0063130
1745.0	0.55212	0.0050310	0.47056	0.0046400	0.35380	0.0041570	0.46117	0.0063490
1750.0	0.55293	0.0050540	0.47109	0.0047180	0.35384	0.0042340	0.46087	0.0062820
1755.0	0.55302	0.0053170	0.47208	0.0046070	0.35541	0.0044610	0.46173	0.0051410
1760.0	0.55363	0.0051600	0.47176	0.0044420	0.35549	0.0041110	0.46132	0.0048730
1765.0	0.55378	0.0052300	0.47219	0.0044660	0.35489	0.0041380	0.46155	0.0060830
1770.0	0.55383	0.0053530	0.47208	0.0043110	0.35483	0.0041220	0.46111	0.0062820
1775.0	0.55409	0.0052370	0.47270	0.0045740	0.35484	0.0040840	0.46215	0.0054790
1780.0	0.55519	0.0054240	0.47280	0.0044760	0.35518	0.0039280	0.46112	0.0053450
1785.0	0.55537	0.0053920	0.47311	0.0047960	0.35508	0.0039120	0.46213	0.0066770
1790.0	0.55574	0.0050210	0.47387	0.0041940	0.35526	0.0036300	0.46220	0.0061700
1795.0	0.55534	0.0053060	0.47393	0.0044300	0.35653	0.0035660	0.46235	0.0057470
1800.0	0.55625	0.0052480	0.47372	0.0043140	0.35759	0.0034780	0.46336	0.0054220
1805.0	0.55564	0.0051940	0.47382	0.0044660	0.35651	0.0034520	0.46356	0.0064520
1810.0	0.55598	0.0051160	0.47424	0.0041860	0.35627	0.0035230	0.46353	0.0061650
1815.0	0.55649	0.0050730	0.47467	0.0043610	0.35658	0.0035570	0.46465	0.0055930
1820.0	0.55642	0.0049360	0.47442	0.0042580	0.35684	0.0034110	0.46490	0.0055630
1825.0	0.55772	0.0054860	0.47471	0.0047380	0.35690	0.0038200	0.46562	0.0066430
1830.0	0.55764	0.0053820	0.47451	0.0045200	0.35701	0.0035440	0.46615	0.0062640
1835.0	0.55797	0.0055270	0.47556	0.0046210	0.35742	0.0039320	0.46579	0.0062570
1840.0	0.55809	0.0052890	0.47467	0.0043930	0.35780	0.0037990	0.46593	0.0059360
1845.0	0.55841	0.0052020	0.47578	0.0044110	0.35720	0.0034390	0.46567	0.0065540
1850.0	0.55913	0.0054530	0.47560	0.0045710	0.35726	0.0041040	0.46560	0.0060760
1855.0	0.56008	0.0053090	0.47630	0.0044220	0.35724	0.0037830	0.46574	0.0069490
1860.0	0.55972	0.0053860	0.47624	0.0045720	0.35753	0.0037950	0.46536	0.0064980
1865.0	0.56065	0.0057000	0.47770	0.0046640	0.35771	0.0039850	0.46627	0.0064840
1870.0	0.56176	0.0056180	0.47662	0.0049570	0.35771	0.0040050	0.46540	0.0065530
1875.0	0.56212	0.0053770	0.47790	0.0044260	0.35787	0.0041850	0.46577	0.0069830
1880.0	0.56206	0.0052330	0.47879	0.0044160	0.35805	0.0036930	0.46609	0.0064070
1885.0	0.56307	0.0054300	0.47961	0.0048780	0.35809	0.0038440	0.46435	0.0061520
1890.0	0.56226	0.0053750	0.47824	0.0046770	0.35837	0.0038890	0.46565	0.0060500
1895.0	0.56190	0.0053570	0.47889	0.0046310	0.35898	0.0039670	0.46750	0.0070940
1900.0	0.56242	0.0051520	0.47901	0.0045730	0.35892	0.0036530	0.46740	0.0065710
1905.0	0.56297	0.0055780	0.47991	0.0047500	0.35906	0.0037630	0.46786	0.0054780
1910.0	0.56293	0.0054510	0.48017	0.0047250	0.35924	0.0040470	0.46868	0.0059280
1915.0	0.56420	0.0057730	0.48061	0.0048490	0.35954	0.0042670	0.46804	0.0068680
1920.0	0.56366	0.0053230	0.48109	0.0044550	0.36038	0.0037730	0.46973	0.0065220
1925.0	0.56524	0.0054100	0.48174	0.0046680	0.35978	0.0037920	0.46921	0.0067000
1930.0	0.56508	0.0053360	0.48237	0.0044360	0.36143	0.0041830	0.46941	0.0062280
1935.0	0.56529	0.0052120	0.48333	0.0042300	0.36131	0.0040750	0.46955	0.0072930
1940.0	0.56630	0.0053010	0.48335	0.0046960	0.36112	0.0041280	0.47014	0.0075380
1945.0	0.56607	0.0055690	0.48295	0.0049620	0.36160	0.0046790	0.47038	0.0072730
1950.0	0.56675	0.0056370	0.48355	0.0052790	0.36080	0.0044670	0.47113	0.0069110
1955.0	0.56624	0.0056380	0.48355	0.0047060	0.36107	0.0043710	0.47164	0.0060970
1960.0	0.56694	0.0056690	0.48434	0.0050210	0.36213	0.0041130	0.47079	0.0062070
1965.0	0.56752	0.0056440	0.48482	0.0049000	0.36199	0.0044200	0.47172	0.0073510
1970.0	0.56761	0.0054840	0.48499	0.0046330	0.36221	0.0041920	0.47261	0.0075200
1975.0	0.56810	0.0054190	0.48642	0.0048950	0.36248	0.0042270	0.47276	0.0073470
1980.0	0.56921	0.0056030	0.48700	0.0051340	0.36331	0.0037930	0.47318	0.0066420
1985.0	0.56942	0.0051630	0.48747	0.0046910	0.36382	0.0039800	0.47317	0.0069540
1990.0	0.56917	0.0055590	0.48667	0.0048070	0.36444	0.0041810	0.47551	0.0069550
1995.0	0.56892	0.0052830	0.48742	0.0046480	0.36426	0.0038240	0.47531	0.0067920
2000.0	0.57011	0.0053950	0.48863	0.0049450	0.36513	0.0041350	0.47568	0.0071640
2005.0	0.57072	0.0053230	0.48836	0.0048360	0.36569	0.0042880	0.47429	0.0069720
2010.0	0.57049	0.0054270	0.48892	0.0046460	0.36685	0.0042710	0.47594	0.0065480
2015.0	0.57195	0.0055320	0.49049	0.0050430	0.36620	0.0042980	0.47679	0.0077000
2020.0	0.57193	0.0057680	0.49060	0.0050400	0.36633	0.0042420	0.47755	0.0069210
2025.0	0.57208	0.0058890	0.49121	0.0051180	0.36737	0.0042610	0.47787	0.0064080
2030.0	0.57167	0.0052240	0.49153	0.0046000	0.36882	0.0045300	0.47840	0.0068090
2035.0	0.57274	0.0059430	0.49168	0.0052710	0.36857	0.0051630	0.47886	0.0076790
2040.0	0.57161	0.0054740	0.49194	0.0048480	0.36890	0.0051000	0.47877	0.0073980
2045.0	0.57302	0.0059380	0.49274	0.0052840	0.36993	0.0045290	0.47916	0.0073120
2050.0	0.57294	0.0054250	0.49292	0.0047630	0.37007	0.0047860	0.47982	0.0069880
2055.0	0.57378	0.0055610	0.49415	0.0046800	0.36992	0.0047980	0.48164	0.0077980
2060.0	0.57365	0.0051650	0.49547	0.0045800	0.37114	0.0048180	0.48199	0.0079690
2065.0	0.57439	0.0054640	0.49420	0.0049030	0.37164	0.0046540	0.48207	0.0061680
2070.0	0.57534	0.0055420	0.49550	0.0047620	0.37222	0.0050180	0.48362	0.0069110
2075.0	0.57549	0.0054360	0.49584	0.0049700	0.37277	0.0049740	0.48324	0.0079140
2080.0	0.57586	0.0057690	0.49688	0.0050120	0.37397	0.0046070	0.48314	0.0078860
2085.0	0.57609	0.0060820	0.49677	0.0054110	0.37428	0.0058550	0.48300	0.0072500
2090.0	0.57613	0.0059540	0.49812	0.0056980	0.37517	0.0056820	0.48563	0.0071860
2095.0	0.57758	0.0065300	0.49887	0.0056970	0.37569	0.0058740	0.48564	0.0083540
2100.0	0.57662	0.0056010	0.49889	0.0052100	0.37622	0.0055030	0.48458	0.0082360
2105.0	0.57783	0.0051090	0.49972	0.0045570	0.37705	0.0053090	0.48551	0.0080120
2110.0	0.57929	0.0051790	0.50109	0.0047160	0.37732	0.0050990	0.48637	0.0076580
2115.0	0.57919	0.0055830	0.50181	0.0051000	0.37834	0.0056110	0.48674	0.0078610
2120.0	0.58006	0.0053050	0.50273	0.0048280	0.37979	0.0048330	0.48777	0.0077620
2125.0	0.58126	0.0054300	0.50328	0.0052930	0.37982	0.0052320	0.48842	0.0070590
2130.0	0.58114	0.0055390	0.50329	0.0051140	0.38063	0.0054940	0.48978	0.0068090
2135.0	0.58133	0.0057710	0.50464	0.0055080	0.38111	0.0053330	0.48978	0.0088650
2140.0	0.58145	0.0053810	0.50553	0.0051930	0.38214	0.0049620	0.49109	0.0089190
2145.0	0.58236	0.0055420	0.50552	0.0051150	0.38209	0.0047320	0.49189	0.0072370
2150.0	0.58264	0.0056150	0.50617	0.0055480	0.38249	0.0046010	0.49249	0.0066900
2155.0	0.58365	0.0055680	0.50769	0.0052530	0.38370	0.0048210	0.49236	0.0076410
2160.0	0.58407	0.0053940	0.50815	0.0052960	0.38425	0.0045850	0.49330	0.0073190
2165.0	0.58471	0.0057090	0.50869	0.0054880	0.38562	0.0045840	0.49418	0.0064750
2170.0	0.58478	0.0054830	0.50985	0.0054750	0.38665	0.0046270	0.49448	0.0062660
2175.0	0.58548	0.0054950	0.51069	0.0053780	0.38652	0.0050400	0.49495	0.0074250
2180.0	0.58598	0.0054420	0.51134	0.0052530	0.38767	0.0049040	0.49640	0.0072640
2185.0	0.58725	0.0054760	0.51290	0.0053510	0.38921	0.0047760	0.49782	0.0060200
2190.0	0.58740	0.0054260	0.51303	0.0052760	0.39012	0.0046370	0.49790	0.0061400
2195.0	0.58780	0.0052940	0.51457	0.0052600	0.39082	0.0051720	0.49862	0.0072710
2200.0	0.58804	0.0055050	0.51481	0.0053150	0.39077	0.0052700	0.49904	0.0072320
2205.0	0.58895	0.0054810	0.51543	0.0052290	0.39160	0.0043690	0.49920	0.0050150
2210.0	0.58967	0.0055530	0.51594	0.0053810	0.39349	0.0040270	0.50012	0.0053780
2215.0	0.58961	0.0055380	0.51694	0.0054700	0.39294	0.0049840	0.50033	0.0070040
2220.0	0.59087	0.0055690	0.51779	0.0054990	0.39390	0.0051430	0.50104	0.0068110
2225.0	0.59185	0.0052530	0.51871	0.0053900	0.39417	0.0050150	0.50138	0.0059260
2230.0	0.59212	0.0055180	0.51978	0.0053090	0.39449	0.0050310	0.50192	0.0058420
2235.0	0.59284	0.0053770	0.52031	0.0054480	0.39707	0.0052320	0.50304	0.0067300
2240.0	0.59341	0.0054600	0.52117	0.0055390	0.39659	0.0055800	0.50319	0.0067900
2245.0	0.59312	0.0056120	0.52201	0.0056030	0.39792	0.0057980	0.50361	0.0063040
2250.0	0.59322	0.0053180	0.52237	0.0051610	0.39811	0.0051200	0.50412	0.0059800
2255.0	0.59387	0.0057930	0.52367	0.0059510	0.39841	0.0060580	0.50504	0.0063690
2260.0	0.59469	0.0053660	0.52392	0.0055190	0.39946	0.0056430	0.50561	0.0062050
2265.0	0.59550	0.0054950	0.52402	0.0053700	0.40002	0.0058360	0.50556	0.0067330
2270.0	0.59566	0.0056910	0.52540	0.0057290	0.40089	0.0059850	0.50648	0.0066790
2275.0	0.59568	0.0058040	0.52558	0.0056540	0.40059	0.0062840	0.50685	0.0062450
2280.0	0.59644	0.0057880	0.52664	0.0058690	0.40183	0.0062390	0.50770	0.0061070
2285.0	0.59665	0.0055860	0.52738	0.0057220	0.40269	0.0065820	0.50798	0.0069420
2290.0	0.59707	0.0054630	0.52780	0.0054700	0.40305	0.0072450	0.50847	0.0070180
2295.0	0.59830	0.0056850	0.52827	0.0055820	0.40389	0.0068930	0.50920	0.0060770
2300.0	0.59831	0.0057550	0.52910	0.0059020	0.40396	0.0071880	0.50963	0.0061360
2305.0	0.59868	0.0055750	0.53023	0.0058360	0.40380	0.0076500	0.51019	0.0077820
2310.0	0.59890	0.0055230	0.53023	0.0057880	0.40479	0.0072850	0.51066	0.0073980
2315.0	0.59989	0.0054420	0.53180	0.0055790	0.40525	0.0072850	0.51160	0.0061610
2320.0	0.60034	0.0057550	0.53178	0.0058850	0.40587	0.0071280	0.51133	0.0061800
2325.0	0.60094	0.0055510	0.53253	0.0057590	0.40634	0.0072480	0.51251	0.0067610
2330.0	0.60032	0.0054060	0.53285	0.0053290	0.40713	0.0073950	0.51248	0.0070960
2335.0	0.60136	0.0055290	0.53401	0.0054770	0.40690	0.0071070	0.51374	0.0068830
2340.0	0.60266	0.0054300	0.53545	0.0054990	0.40861	0.0078820	0.51396	0.0072770
2345.0	0.60231	0.0053100	0.53468	0.0059190	0.40841	0.0076480	0.51390	0.0064170
2350.0	0.60253	0.0057480	0.53473	0.0058240	0.40868	0.0074580	0.51356	0.0069050
2355.0	0.60217	0.0056150	0.53556	0.0058620	0.40846	0.0078840	0.51335	0.0073080
2360.0	0.60243	0.0057420	0.53594	0.0061350	0.40932	0.0079590	0.51437	0.0070910
2365.0	0.60283	0.0056780	0.53666	0.0055730	0.41005	0.0075830	0.51411	0.0071390
2370.0	0.60343	0.0055140	0.53756	0.0056510	0.41160	0.0073370	0.51495	0.0068220
2375.0	0.60409	0.0055290	0.53712	0.0057360	0.41029	0.0076630	0.51615	0.0065480
2380.0	0.60372	0.0057170	0.53778	0.0059130	0.41149	0.0075550	0.51655	0.0062580
2385.0	0.60497	0.0057380	0.53895	0.0059750	0.41282	0.0078650	0.51665	0.0069380
2390.0	0.60517	0.0051950	0.54052	0.0056150	0.41387	0.0076400	0.51699	0.0070440
2395.0	0.60530	0.0052730	0.54039	0.0061030	0.41459	0.0079280	0.51822	0.0057510
2400.0	0.60618	0.0055350	0.54164	0.0061540	0.41539	0.0082270	0.51838	0.0057690
2405.0	0.60633	0.0053790	0.54170	0.0060840	0.41535	0.0080530	0.51939	0.0063530
2410.0	0.60639	0.0055600	0.54241	0.0058390	0.41576	0.0073530	0.52008	0.0063710
2415.0	0.60634	0.0055100	0.54207	0.0059310	0.41609	0.0081030	0.52022	0.0073220
2420.0	0.60758	0.0058830	0.54331	0.0060180	0.41636	0.0079480	0.52035	0.0067560
2425.0	0.60799	0.0058880	0.54403	0.0061490	0.41692	0.0079460	0.52058	0.0069680
2430.0	0.60918	0.0053180	0.54520	0.0057260	0.41750	0.0076150	0.52065	0.0065510
2435.0	0.60859	0.0056860	0.54549	0.0059340	0.41812	0.0078470	0.52087	0.0077430
2440.0	0.60982	0.0061730	0.54641	0.0065280	0.41865	0.0077520	0.52131	0.0078230
2445.0	0.60902	0.0060190	0.54598	0.0059350	0.41806	0.0077700	0.52282	0.0067440
2450.0	0.60942	0.0057700	0.54665	0.0061300	0.41937	0.0079530	0.52419	0.0065490
2455.0	0.61015	0.0063630	0.54751	0.0066220	0.41969	0.0086400	0.52329	0.0082700
2460.0	0.61056	0.0056350	0.54787	0.0057350	0.42067	0.0085530	0.52428	0.0078640
2465.0	0.61030	0.0053460	0.54846	0.0057610	0.42162	0.0088340	0.52471	0.0062440
2470.0	0.61066	0.0059720	0.54982	0.0062710	0.42126	0.0083380	0.52680	0.0068900
2475.0	0.61087	0.0060290	0.54984	0.0057050	0.42208	0.0085420	0.52643	0.0073810
2480.0	0.61084	0.0056640	0.55055	0.0059370	0.42236	0.0089060	0.52786	0.0075070
2485.0	0.61091	0.0058080	0.55033	0.0059800	0.42333	0.0083140	0.52946	0.0065340
2490.0	0.61077	0.0056020	0.55088	0.0058270	0.42318	0.0083100	0.52974	0.0063650
2495.0	0.61028	0.0055190	0.55128	0.0059390	0.42309	0.0087160	0.53045	0.0079700
2500.0	0.61096	0.0058010	0.55260	0.0060540	0.42385	0.0094310	0.53147	0.0077420
2505.0	0.60945	0.0057840	0.55221	0.0059960	0.42483	0.0082520	0.53200	0.0067140
2510.0	0.61082	0.0057850	0.55258	0.0061110	0.42482	0.0081980	0.53248	0.0068950
2515.0	0.61047	0.0058940	0.55224	0.0061910	0.42485	0.0084030	0.53298	0.0077900
2520.0	0.61089	0.0057310	0.55275	0.0061200	0.42495	0.0083550	0.53364	0.0074490
2525.0	0.61024	0.0056840	0.55260	0.0059590	0.42566	0.0078290	0.53401	0.0066980
2530.0	0.61093	0.0055160	0.55352	0.0058180	0.42619	0.0079000	0.53328	0.0067830
2535.0	0.61026	0.0056960	0.55277	0.0059150	0.42639	0.0086010	0.53423	0.0080570
2540.0	0.61058	0.0054770	0.55459	0.0060900	0.42681	0.0085280	0.53436	0.0074320
2545.0	0.61163	0.0054930	0.55422	0.0063180	0.42696	0.0079770	0.53294	0.0071120
2550.0	0.61011	0.0055860	0.55423	0.0059960	0.42697	0.0085750	0.53416	0.0072390
2555.0	0.60974	0.0061950	0.55411	0.0066330	0.42679	0.0095460	0.53571	0.0076070
2560.0	0.61123	0.0053830	0.55545	0.0059590	0.42718	0.0088310	0.53392	0.0070480
2565.0	0.61114	0.0061120	0.55589	0.0066550	0.42766	0.0094420	0.53516	0.0079030
2570.0	0.61147	0.0060170	0.55637	0.0065680	0.42824	0.0089230	0.53611	0.0075630
2575.0	0.61169	0.0057170	0.55670	0.0064620	0.42823	0.0088250	0.53626	0.0071170
2580.0	0.61387	0.0053480	0.55859	0.0062960	0.42922	0.0098290	0.53644	0.0069550
2585.0	0.61131	0.0055890	0.55786	0.0059760	0.43016	0.0084690	0.53663	0.0072800
2590.0	0.61501	0.0060620	0.55994	0.0062790	0.42998	0.0090620	0.53864	0.0077030
2595.0	0.61622	0.0062370	0.56208	0.0064270	0.43059	0.0075920	0.54003	0.0070610
2600.0	0.61674	0.0064640	0.56347	0.0070360	0.43073	0.010210	0.54445	0.0076760
