Wavelength	61141<10	sd	61141 10-20	sd	61141 20-45	sd	61141 <45	sd
710.00	0.23798	0.0039740	0.17457	0.0017250	0.12267	0.0019910	0.18765	0.0017460
715.00	0.23978	0.0040940	0.17556	0.0018690	0.12246	0.0019510	0.18825	0.0019340
720.00	0.24081	0.0039540	0.17652	0.0018380	0.12294	0.0019650	0.18982	0.0019000
725.00	0.24210	0.0037830	0.17721	0.0017070	0.12317	0.0017290	0.19126	0.0018870
730.00	0.24291	0.0040410	0.17802	0.0018600	0.12389	0.0017670	0.19244	0.0020900
735.00	0.24435	0.0040140	0.17906	0.0017900	0.12431	0.0015630	0.19328	0.0020730
740.00	0.24522	0.0043370	0.17992	0.0018370	0.12477	0.0015450	0.19427	0.0021270
745.00	0.24644	0.0042600	0.18074	0.0018900	0.12578	0.0014990	0.19508	0.0021660
750.00	0.24817	0.0045410	0.18183	0.0018290	0.12646	0.0014780	0.19595	0.0021570
755.00	0.24880	0.0045790	0.18246	0.0017840	0.12755	0.0015080	0.19730	0.0019380
760.00	0.25049	0.0043710	0.18341	0.0018600	0.12777	0.0015650	0.19761	0.0020540
765.00	0.25117	0.0044910	0.18421	0.0019570	0.12754	0.0016340	0.19879	0.0021770
770.00	0.25291	0.0041700	0.18523	0.0018950	0.12786	0.0015910	0.19892	0.0021420
775.00	0.25350	0.0043640	0.18579	0.0019460	0.12861	0.0016090	0.20030	0.0022090
780.00	0.25521	0.0045240	0.18677	0.0019470	0.12933	0.0016100	0.20057	0.0023080
785.00	0.25554	0.0044800	0.18720	0.0020120	0.12983	0.0017090	0.20181	0.0021910
790.00	0.25716	0.0045510	0.18793	0.0020260	0.12984	0.0017010	0.20210	0.0021540
795.00	0.25789	0.0046360	0.18867	0.0020560	0.13078	0.0017790	0.20326	0.0023260
800.00	0.25922	0.0048230	0.18917	0.0031560	0.13120	0.00091000	0.20402	0.0033050
805.00	0.26033	0.0049530	0.19005	0.0033060	0.13140	0.0010010	0.20465	0.0034270
810.00	0.26135	0.0047640	0.19041	0.0034340	0.13192	0.00095100	0.20532	0.0034080
815.00	0.26201	0.0046750	0.19112	0.0034640	0.13201	0.00096100	0.20542	0.0037330
820.00	0.26298	0.0048510	0.19163	0.0033650	0.13232	0.0010100	0.20645	0.0036600
825.00	0.26427	0.0046210	0.19210	0.0031570	0.13240	0.00098700	0.20656	0.0033440
830.00	0.26452	0.0049260	0.19196	0.0035020	0.13250	0.00097900	0.20777	0.0036030
835.00	0.26608	0.0050160	0.19311	0.0032600	0.13282	0.00099100	0.20783	0.0034010
840.00	0.26682	0.0048040	0.19280	0.0032660	0.13319	0.0010170	0.20885	0.0035040
845.00	0.26721	0.0048550	0.19342	0.0031040	0.13349	0.0010530	0.20881	0.0034540
850.00	0.26840	0.0047170	0.19363	0.0031720	0.13363	0.0011090	0.20994	0.0035350
855.00	0.26871	0.0040650	0.19335	0.0037000	0.13359		0.20954	0.0039010
860.00	0.26963	0.0046520	0.19350	0.0036210	0.13404		0.20996	0.0042740
865.00	0.27069	0.0041600	0.19442	0.0032620	0.13333		0.21095	0.0037880
870.00	0.27071	0.0037630	0.19492	0.0032170	0.13360		0.21071	0.0037030
875.00	0.27121	0.0038240	0.19479	0.0029560	0.13381		0.21126	0.0033110
880.00	0.27203	0.0038460	0.19524	0.0029070	0.13457		0.21176	0.0035580
885.00	0.27313	0.0036860	0.19485	0.0027360	0.13430		0.21180	0.0028500
890.00	0.27429	0.0037170	0.19480	0.0026820	0.13449		0.21188	0.0028130
895.00	0.27464	0.0034870	0.19556	0.0025730	0.13514		0.21340	0.0030780
900.00	0.27483	0.0034040	0.19628	0.0025500	0.13497		0.21315	0.0027630
905.00	0.27609	0.0039490	0.19666	0.0032980	0.13560		0.21396	0.0036480
910.00	0.27685	0.0038130	0.19693	0.0029420	0.13568		0.21450	0.0032590
915.00	0.27705	0.0037070	0.19714	0.0028030	0.13587		0.21516	0.0033190
920.00	0.27850	0.0036760	0.19739	0.0028330	0.13666		0.21568	0.0034660
925.00	0.27917	0.0035320	0.19768	0.0027600	0.13710		0.21590	0.0032020
930.00	0.28070	0.0033390	0.19903	0.0024600	0.13698		0.21638	0.0035050
935.00	0.28054	0.0032620	0.19887	0.0025750	0.13680		0.21759	0.0033290
940.00	0.28181	0.0034420	0.19972	0.0026120	0.13751		0.21745	0.0033000
945.00	0.28273	0.0033600	0.19962	0.0025500	0.13810		0.21923	0.0030980
950.00	0.28374	0.0034470	0.20117	0.0023520	0.13880		0.21897	0.0025230
955.00	0.28439	0.0032380	0.20135	0.0025220	0.13899		0.22033	0.0026590
960.00	0.28525	0.0030630	0.20239	0.0026130	0.13959		0.22048	0.0030070
965.00	0.28637	0.0033300	0.20348	0.0024620	0.13986		0.22176	0.0029530
970.00	0.28705	0.0033980	0.20397	0.0025340	0.14059		0.22262	0.0029410
975.00	0.28818	0.0034110	0.20461	0.0025220	0.14131		0.22338	0.0024640
980.00	0.28927	0.0033970	0.20529	0.0023980	0.14222		0.22401	0.0027090
985.00	0.28988	0.0031540	0.20663	0.0024310	0.14282		0.22527	0.0032750
990.00	0.29112	0.0034460	0.20772	0.0026400	0.14342		0.22603	0.0030050
995.00	0.29205	0.0035380	0.20882	0.0024120	0.14419		0.22666	0.0028340
1000.0	0.29230	0.0031460	0.20899	0.0022670	0.14477		0.22705	0.0026830
1005.0	0.29377	0.0032790	0.21013	0.0025630	0.14536		0.22808	0.0029930
1010.0	0.29453	0.0034170	0.21089	0.0026320	0.14629		0.22975	0.0028230
1015.0	0.29585	0.0033800	0.21225	0.0029030	0.14698		0.23015	0.0032930
1020.0	0.29660	0.0033360	0.21326	0.0027080	0.14792		0.23156	0.0028920
1025.0	0.29858	0.0036440	0.21414	0.0027210	0.14827		0.23218	0.0029680
1030.0	0.29912	0.0039220	0.21534	0.0025830	0.14909		0.23313	0.0028810
1035.0	0.30039	0.0040170	0.21613	0.0028740	0.14947		0.23359	0.0030070
1040.0	0.30115	0.0036170	0.21725	0.0028360	0.15018		0.23536	0.0029600
1045.0	0.30215	0.0034040	0.21781	0.0027020	0.15067		0.23571	0.0035180
1050.0	0.30292	0.0037030	0.21876	0.0028220	0.15149		0.23735	0.0033950
1055.0	0.30448	0.0035430	0.22019	0.0027930	0.15188		0.23768	0.0034300
1060.0	0.30517	0.0036740	0.22083	0.0027750	0.15260		0.23865	0.0033260
1065.0	0.30571	0.0037120	0.22165	0.0027270	0.15393		0.23887	0.0035890
1070.0	0.30701	0.0038510	0.22245	0.0025860	0.15433		0.24036	0.0034470
1075.0	0.30841	0.0038250	0.22416	0.0030380	0.15463		0.24107	0.0033870
1080.0	0.30881	0.0038750	0.22496	0.0027170	0.15497		0.24195	0.0027740
1085.0	0.31017	0.0039890	0.22548	0.0027560	0.15636		0.24321	0.0033450
1090.0	0.31075	0.0034680	0.22643	0.0026990	0.15681		0.24389	0.0034650
1095.0	0.31174	0.0035020	0.22714	0.0028310	0.15706		0.24451	0.0032320
1100.0	0.31270	0.0040030	0.22823	0.0027380	0.15806		0.24540	0.0033050
1105.0	0.31397	0.0038370	0.22939	0.0027840	0.15837		0.24635	0.0028360
1110.0	0.31483	0.0034550	0.23005	0.0024980	0.15945		0.24750	0.0028750
1115.0	0.31578	0.0036110	0.23063	0.0028240	0.16045		0.24824	0.0034710
1120.0	0.31705	0.0038070	0.23178	0.0025210	0.16086		0.24939	0.0034510
1125.0	0.31785	0.0033540	0.23302	0.0027010	0.16111		0.24952	0.0030670
1130.0	0.31828	0.0039990	0.23378	0.0026510	0.16142		0.25042	0.0034710
1135.0	0.31933	0.0037170	0.23431	0.0024870	0.16292		0.25220	0.0030340
1140.0	0.32034	0.0037550	0.23530	0.0025360	0.16324		0.25239	0.0030310
1145.0	0.32146	0.0036540	0.23626	0.0028280	0.16387		0.25325	0.0035760
1150.0	0.32274	0.0038220	0.23701	0.0026390	0.16416		0.25382	0.0032670
1155.0	0.32289	0.0041410	0.23823	0.0025040	0.16519		0.25467	0.0029340
1160.0	0.32390	0.0035900	0.23900	0.0029260	0.16624		0.25574	0.0029300
1165.0	0.32519	0.0036190	0.23995	0.0028340	0.16691		0.25673	0.0035550
1170.0	0.32649	0.0041640	0.24081	0.0027850	0.16782		0.25737	0.0033590
1175.0	0.32668	0.0040860	0.24094	0.0026340	0.16828		0.25805	0.0028920
1180.0	0.32839	0.0039920	0.24240	0.0025580	0.16866		0.25906	0.0029550
1185.0	0.32807	0.0041720	0.24313	0.0027970	0.16905		0.26004	0.0032020
1190.0	0.32971	0.0040290	0.24429	0.0026460	0.16954		0.26079	0.0033990
1195.0	0.33067	0.0037660	0.24487	0.0029750	0.17084		0.26128	0.0027950
1200.0	0.33118	0.0040700	0.24560	0.0026780	0.17094		0.26155	0.0027830
1205.0	0.33267	0.0040160	0.24578	0.0029070	0.17191		0.26309	0.0035620
1210.0	0.33297	0.0046320	0.24772	0.0027370	0.17208		0.26450	0.0031970
1215.0	0.33361	0.0043720	0.24820	0.0030450	0.17290		0.26477	0.0036200
1220.0	0.33511	0.0049680	0.24981	0.0030530	0.17338		0.26566	0.0035310
1225.0	0.33607	0.0046520	0.24976	0.0029020	0.17417		0.26687	0.0032240
1230.0	0.33660	0.0048110	0.25029	0.0028460	0.17430		0.26650	0.0030750
1235.0	0.33764	0.0051160	0.25145	0.0028090	0.17554		0.26851	0.0033370
1240.0	0.33809	0.0050060	0.25213	0.0028020	0.17603		0.26849	0.0030550
1245.0	0.33874	0.0047870	0.25322	0.0029530	0.17648		0.26906	0.0030430
1250.0	0.33986	0.0056750	0.25337	0.0028750	0.17648		0.27040	0.0034780
1255.0	0.34144	0.0054300	0.25466	0.0029160	0.17785		0.27079	0.0031440
1260.0	0.34181	0.0061760	0.25574	0.0028830	0.17782		0.27183	0.0029970
1265.0	0.34269	0.0055110	0.25583	0.0028470	0.17877		0.27243	0.0028510
1270.0	0.34288	0.0052820	0.25688	0.0030590	0.17980		0.27325	0.0030940
1275.0	0.34436	0.0056670	0.25747	0.0028110	0.17962		0.27335	0.0032730
1280.0	0.34427	0.0052100	0.25829	0.0029870	0.18101		0.27422	0.0033270
1285.0	0.34579	0.0056280	0.25948	0.0030350	0.18137		0.27502	0.0029490
1290.0	0.34657	0.0061280	0.26027	0.0027350	0.18200		0.27621	0.0030230
1295.0	0.34769	0.0055730	0.26069	0.0028230	0.18241		0.27618	0.0034580
1300.0	0.34779	0.0059300	0.26126	0.0028320	0.18354		0.27715	0.0032460
1305.0	0.34947	0.0058810	0.26287	0.0028030	0.18359		0.27767	0.0034710
1310.0	0.34964	0.0054660	0.26345	0.0027810	0.18471		0.27892	0.0031820
1315.0	0.35142	0.0056310	0.26459	0.0028320	0.18534		0.27881	0.0030000
1320.0	0.35186	0.0060800	0.26482	0.0028570	0.18617		0.27939	0.0029100
1325.0	0.35263	0.0058460	0.26606	0.0025430	0.18703		0.28055	0.0036520
1330.0	0.35363	0.0059350	0.26677	0.0030240	0.18743		0.28131	0.0035730
1335.0	0.35472	0.0059530	0.26895	0.0029830	0.18823		0.28247	0.0028560
1340.0	0.35519	0.0058140	0.26888	0.0027000	0.18907		0.28339	0.0028130
1345.0	0.35623	0.0058360	0.26999	0.0026510	0.18997		0.28405	0.0035930
1350.0	0.35636	0.0057940	0.27024	0.0027350	0.19060		0.28509	0.0035350
1355.0	0.35771	0.0057610	0.27095	0.0027110	0.19108		0.28558	0.0028760
1360.0	0.35864	0.0056410	0.27202	0.0028730	0.19191		0.28642	0.0031850
1365.0	0.35960	0.0060430	0.27387	0.0031520	0.19267		0.28684	0.0038370
1370.0	0.36047	0.0059660	0.27368	0.0033210	0.19313		0.28753	0.0039900
1375.0	0.36124	0.0061990	0.27557	0.0029820	0.19386		0.28791	0.0030060
1380.0	0.36200	0.0061040	0.27596	0.0030080	0.19507		0.28883	0.0031030
1385.0	0.36276	0.0068010	0.27766	0.0031370	0.19541		0.28966	0.0033080
1390.0	0.36347	0.0066790	0.27825	0.0030560	0.19603		0.29065	0.0034550
1395.0	0.36417	0.0070570	0.27859	0.0030510	0.19678		0.29147	0.0034350
1400.0	0.36500	0.0067710	0.27941	0.0028910	0.19768		0.29257	0.0033040
1405.0	0.36561	0.0065350	0.27999	0.0030230	0.19816		0.29343	0.0031100
1410.0	0.36636	0.0064310	0.28170	0.0030890	0.19876		0.29418	0.0031710
1415.0	0.36709	0.0066860	0.28142	0.0029940	0.19983		0.29507	0.0034920
1420.0	0.36808	0.0068350	0.28287	0.0032070	0.20054		0.29584	0.0035880
1425.0	0.36927	0.0065240	0.28348	0.0033550	0.20136		0.29657	0.0033110
1430.0	0.37005	0.0068190	0.28501	0.0028870	0.20169		0.29674	0.0030100
1435.0	0.36997	0.0064570	0.28576	0.0029570	0.20233		0.29707	0.0034630
1440.0	0.37152	0.0062090	0.28640	0.0031210	0.20327		0.29884	0.0036420
1445.0	0.37172	0.0056250	0.28668	0.0030040	0.20351		0.29889	0.0034050
1450.0	0.37285	0.0064100	0.28773	0.0031360	0.20459		0.29953	0.0033860
1455.0	0.37300	0.0066020	0.28849	0.0030910	0.20490		0.30097	0.0041560
1460.0	0.37477	0.0065010	0.28991	0.0031050	0.20591		0.30130	0.0041550
1465.0	0.37487	0.0064930	0.29060	0.0027720	0.20620		0.30238	0.0029910
1470.0	0.37522	0.0067060	0.29165	0.0029310	0.20666		0.30323	0.0031840
1475.0	0.37690	0.0071070	0.29227	0.0032300	0.20750		0.30402	0.0037780
1480.0	0.37761	0.0065100	0.29283	0.0028480	0.20825		0.30390	0.0035390
1485.0	0.37801	0.0064300	0.29337	0.0029970	0.20894		0.30513	0.0035630
1490.0	0.37841	0.0061120	0.29385	0.0030060	0.20910		0.30565	0.0034740
1495.0	0.37977	0.0058200	0.29468	0.0030760	0.20992		0.30644	0.0037120
1500.0	0.38099	0.0060520	0.29548	0.0032770	0.21132		0.30691	0.0036110
1505.0	0.38138	0.0058560	0.29601	0.0033130	0.21153		0.30792	0.0033290
1510.0	0.38197	0.0061470	0.29697	0.0029630	0.21203		0.30784	0.0032540
1515.0	0.38265	0.0060520	0.29787	0.0029360	0.21257		0.30992	0.0037670
1520.0	0.38370	0.0058170	0.29892	0.0029830	0.21323		0.31012	0.0037790
1525.0	0.38375	0.0059420	0.29882	0.0031720	0.21339		0.31052	0.0036950
1530.0	0.38511	0.0062260	0.29982	0.0031580	0.21390		0.31070	0.0035160
1535.0	0.38541	0.0065130	0.30022	0.0032420	0.21535		0.31192	0.0039610
1540.0	0.38593	0.0065350	0.30084	0.0031090	0.21595		0.31276	0.0035050
1545.0	0.38654	0.0061200	0.30153	0.0031020	0.21648		0.31253	0.0033410
1550.0	0.38715	0.0066060	0.30249	0.0030490	0.21648		0.31375	0.0031350
1555.0	0.38831	0.0068800	0.30323	0.0032610	0.21746		0.31384	0.0034790
1560.0	0.38831	0.0071940	0.30375	0.0032250	0.21784		0.31548	0.0037100
1565.0	0.38989	0.0070280	0.30458	0.0030780	0.21840		0.31542	0.0034890
1570.0	0.38991	0.0055850	0.30494	0.0031850	0.21868		0.31684	0.0037500
1575.0	0.39066	0.0061430	0.30496	0.0030490	0.21965		0.31613	0.0036500
1580.0	0.39172	0.0066160	0.30607	0.0032680	0.22061		0.31737	0.0035260
1585.0	0.39242	0.0062080	0.30709	0.0033770	0.22025		0.31820	0.0038680
1590.0	0.39235	0.0061190	0.30835	0.0032330	0.22064		0.31816	0.0035420
1595.0	0.39333	0.0062220	0.30795	0.0031710	0.22091		0.31867	0.0039340
1600.0	0.39334	0.0061570	0.30843	0.0033760	0.22157	0.0011000	0.31957	0.0038650
1605.0	0.39473	0.0062580	0.30956	0.0034320	0.22240	0.0012290	0.31946	0.0036140
1610.0	0.39459	0.0060310	0.30992	0.0033800	0.22316	0.0011710	0.32063	0.0035640
1615.0	0.39533	0.0062250	0.31002	0.0032980	0.22350	0.0011960	0.32075	0.0041850
1620.0	0.39547	0.0058180	0.31014	0.0031940	0.22410	0.0012500	0.32214	0.0040490
1625.0	0.39700	0.0062940	0.31080	0.0036250	0.22433	0.0022610	0.32249	0.0037970
1630.0	0.39690	0.0064660	0.31084	0.0035580	0.22485	0.0022340	0.32319	0.0039390
1635.0	0.39767	0.0062070	0.31243	0.0034140	0.22500	0.0022340	0.32304	0.0043880
1640.0	0.39835	0.0064090	0.31237	0.0035020	0.22572	0.0023710	0.32295	0.0047250
1645.0	0.39888	0.0060560	0.31303	0.0037740	0.22618	0.0024400	0.32379	0.0035910
1650.0	0.39966	0.0064670	0.31371	0.0036830	0.22677	0.0023380	0.32423	0.0037680
1655.0	0.40007	0.0067700	0.31390	0.0035710	0.22718	0.0022820	0.32560	0.0046950
1660.0	0.40026	0.0063340	0.31450	0.0035230	0.22798	0.0021280	0.32486	0.0042810
1665.0	0.40098	0.0070360	0.31507	0.0035150	0.22913	0.0025050	0.32572	0.0041850
1670.0	0.40174	0.0070700	0.31602	0.0038740	0.22917	0.0023220	0.32681	0.0042340
1675.0	0.40157	0.0071190	0.31662	0.0033950	0.22951	0.0023810	0.32805	0.0041860
1680.0	0.40332	0.0073180	0.31719	0.0033200	0.23008	0.0024000	0.32867	0.0037200
1685.0	0.40282	0.0076030	0.31725	0.0034080	0.23063	0.0023200	0.32811	0.0035060
1690.0	0.40449	0.0066430	0.31839	0.0033050	0.23081	0.0022030	0.32851	0.0034680
1695.0	0.40411	0.0063810	0.31872	0.0032250	0.23103	0.0021910	0.33012	0.0045560
1700.0	0.40495	0.0051660	0.31839	0.0035270	0.23142	0.0022530	0.33001	0.0038280
1705.0	0.40618	0.0052470	0.31909	0.0035260	0.23191	0.0024080	0.33039	0.0036500
1710.0	0.40698	0.0051110	0.32004	0.0033800	0.23207	0.0022380	0.33079	0.0040360
1715.0	0.40673	0.0052270	0.32054	0.0033610	0.23304	0.0023140	0.33157	0.0035090
1720.0	0.40768	0.0052590	0.32089	0.0036170	0.23383	0.0023660	0.33189	0.0037720
1725.0	0.40782	0.0050850	0.32103	0.0033310	0.23361	0.0023370	0.33247	0.0037180
1730.0	0.40767	0.0055790	0.32175	0.0034820	0.23462	0.0023340	0.33296	0.0037450
1735.0	0.40845	0.0054570	0.32208	0.0032140	0.23476	0.0024330	0.33332	0.0034620
1740.0	0.40903	0.0058480	0.32202	0.0034750	0.23506	0.0024900	0.33318	0.0035340
1745.0	0.40957	0.0059720	0.32272	0.0034700	0.23600	0.0023060	0.33397	0.0036050
1750.0	0.41026	0.0061120	0.32360	0.0032850	0.23562	0.0023310	0.33415	0.0037060
1755.0	0.41130	0.0035550	0.32448	0.0031990	0.23566	0.0023490	0.33473	0.0034450
1760.0	0.41115	0.0035320	0.32449	0.0032340	0.23627	0.0021970	0.33534	0.0035080
1765.0	0.41144	0.0035440	0.32437	0.0032400	0.23697	0.0023420	0.33615	0.0035300
1770.0	0.41215	0.0037500	0.32526	0.0033080	0.23702	0.0024270	0.33591	0.0037320
1775.0	0.41243	0.0036840	0.32564	0.0034750	0.23738	0.0025590	0.33613	0.0035450
1780.0	0.41251	0.0035190	0.32525	0.0032780	0.23721	0.0025240	0.33646	0.0036050
1785.0	0.41309	0.0036010	0.32600	0.0032740	0.23821	0.0025900	0.33709	0.0038750
1790.0	0.41436	0.0034430	0.32663	0.0031980	0.23898	0.0023520	0.33732	0.0037870
1795.0	0.41494	0.0035630	0.32740	0.0031360	0.23900	0.0025110	0.33852	0.0037230
1800.0	0.41464	0.0034570	0.32705	0.0031080	0.23951	0.0025510	0.33863	0.0033620
1805.0	0.41518	0.0035080	0.32763	0.0032430	0.23994	0.0023270	0.33935	0.0032870
1810.0	0.41543	0.0033450	0.32792	0.0031200	0.24014	0.0024600	0.34041	0.0033530
1815.0	0.41634	0.0036070	0.32886	0.0030240	0.24075	0.0024640	0.34042	0.0038550
1820.0	0.41601	0.0038890	0.32869	0.0032110	0.24141	0.0026310	0.34165	0.0038150
