Wavelength	61141<10	sd	61141 10-20	sd	61141 20-45	sd	61141 <45	sd
1825.0	0.41689	0.0038900	0.32943	0.0030160	0.24141	0.0025810	0.34020	0.0034070
1830.0	0.41699	0.0038470	0.32982	0.0032080	0.24220	0.0027990	0.34205	0.0037520
1835.0	0.41801	0.0042250	0.33050	0.0032450	0.24276	0.0026160	0.34312	0.0036880
1840.0	0.41851	0.0041230	0.33043	0.0032870	0.24316	0.0025890	0.34276	0.0038920
1845.0	0.41987	0.0038320	0.33195	0.0032100	0.24373	0.0025690	0.34179	0.0040390
1850.0	0.41925	0.0040700	0.33151	0.0033990	0.24366	0.0028490	0.34294	0.0042080
1855.0	0.42088	0.0038120	0.33252	0.0031150	0.24388	0.0024880	0.34347	0.0038180
1860.0	0.42008	0.0037730	0.33303	0.0032760	0.24396	0.0026250	0.34445	0.0035760
1865.0	0.42136	0.0038590	0.33356	0.0032420	0.24497	0.0026450	0.34453	0.0037370
1870.0	0.42117	0.0039150	0.33334	0.0032050	0.24595	0.0026400	0.34442	0.0040540
1875.0	0.42228	0.0041430	0.33539	0.0032170	0.24588	0.0028690	0.34526	0.0040320
1880.0	0.42262	0.0044380	0.33570	0.0031060	0.24596	0.0026130	0.34602	0.0043490
1885.0	0.42227	0.0045900	0.33535	0.0034090	0.24666	0.0024500	0.34543	0.0038480
1890.0	0.42341	0.0038760	0.33558	0.0031940	0.24689	0.0024800	0.34660	0.0036210
1895.0	0.42343	0.0040790	0.33650	0.0031100	0.24732	0.0026700	0.34767	0.0040630
1900.0	0.42250	0.0039220	0.33575	0.0032860	0.24787	0.0025260	0.34758	0.0040730
1905.0	0.42380	0.0039500	0.33722	0.0034030	0.24862	0.0027250	0.34790	0.0040570
1910.0	0.42468	0.0042870	0.33790	0.0032050	0.24844	0.0028510	0.34847	0.0041340
1915.0	0.42480	0.0041340	0.33834	0.0033840	0.24903	0.0025830	0.34819	0.0040900
1920.0	0.42495	0.0038880	0.33928	0.0030560	0.25010	0.0028600	0.34833	0.0037220
1925.0	0.42632	0.0042220	0.33967	0.0032210	0.25027	0.0026430	0.34916	0.0042280
1930.0	0.42596	0.0042940	0.33934	0.0031270	0.25052	0.0028200	0.34890	0.0040800
1935.0	0.42747	0.0040230	0.34055	0.0030940	0.25119	0.0025920	0.35043	0.0041190
1940.0	0.42764	0.0040890	0.34045	0.0032590	0.25186	0.0026370	0.35100	0.0040250
1945.0	0.42729	0.0040920	0.34136	0.0031490	0.25171	0.0026100	0.35087	0.0036380
1950.0	0.42826	0.0041130	0.34196	0.0031100	0.25266	0.0025710	0.35173	0.0037530
1955.0	0.42904	0.0041490	0.34201	0.0034220	0.25303	0.0027800	0.35271	0.0044800
1960.0	0.42928	0.0047050	0.34296	0.0034230	0.25349	0.0026960	0.35317	0.0045400
1965.0	0.42893	0.0045190	0.34295	0.0034350	0.25405	0.0027610	0.35312	0.0039270
1970.0	0.43027	0.0040710	0.34422	0.0032540	0.25476	0.0027930	0.35426	0.0039770
1975.0	0.42989	0.0041920	0.34468	0.0033150	0.25449	0.0027270	0.35416	0.0043740
1980.0	0.43129	0.0045210	0.34459	0.0032740	0.25555	0.0027990	0.35543	0.0042070
1985.0	0.43147	0.0044540	0.34533	0.0030480	0.25599	0.0028320	0.35594	0.0038520
1990.0	0.43197	0.0050830	0.34604	0.0035360	0.25627	0.0028220	0.35563	0.0041930
1995.0	0.43171	0.0046230	0.34650	0.0031960	0.25660	0.0026330	0.35670	0.0036450
2000.0	0.43297	0.0046280	0.34757	0.0032970	0.25677	0.0027700	0.35696	0.0041100
2005.0	0.43341	0.0043900	0.34789	0.0032660	0.25711	0.0027640	0.35688	0.0044210
2010.0	0.43358	0.0051780	0.34808	0.0033570	0.25778	0.0027360	0.35714	0.0045830
2015.0	0.43378	0.0045940	0.34906	0.0031700	0.25813	0.0027250	0.35797	0.0041120
2020.0	0.43438	0.0045810	0.34854	0.0033240	0.25894	0.0028040	0.35824	0.0043730
2025.0	0.43528	0.0049060	0.34946	0.0033130	0.25879	0.0028530	0.35913	0.0039550
2030.0	0.43521	0.0048600	0.35004	0.0034280	0.26006	0.0030020	0.35924	0.0041340
2035.0	0.43562	0.0049790	0.35070	0.0034380	0.26032	0.0030250	0.35947	0.0046910
2040.0	0.43614	0.0056560	0.35131	0.0035580	0.26049	0.0030600	0.36039	0.0042610
2045.0	0.43589	0.0050790	0.35219	0.0033850	0.26105	0.0028550	0.36052	0.0045120
2050.0	0.43763	0.0051040	0.35167	0.0034850	0.26168	0.0031030	0.36035	0.0045210
2055.0	0.43732	0.0052920	0.35238	0.0032970	0.26230	0.0028780	0.36151	0.0041240
2060.0	0.43751	0.0045870	0.35367	0.0034480	0.26213	0.0029140	0.36158	0.0040760
2065.0	0.43848	0.0044650	0.35384	0.0033670	0.26365	0.0030470	0.36163	0.0042110
2070.0	0.43876	0.0049140	0.35458	0.0032580	0.26354	0.0029120	0.36262	0.0043090
2075.0	0.43877	0.0049870	0.35580	0.0032790	0.26388	0.0029140	0.36329	0.0041770
2080.0	0.43898	0.0053830	0.35562	0.0036780	0.26503	0.0031230	0.36310	0.0046460
2085.0	0.44017	0.0056980	0.35617	0.0036760	0.26565	0.0029720	0.36519	0.0042020
2090.0	0.44072	0.0045110	0.35660	0.0034570	0.26546	0.0030670	0.36459	0.0043490
2095.0	0.44178	0.0045400	0.35764	0.0033610	0.26704	0.0028510	0.36525	0.0043400
2100.0	0.44170	0.0046990	0.35849	0.0033800	0.26648	0.0032880	0.36428	0.0045550
2105.0	0.44246	0.0047270	0.35859	0.0032640	0.26761	0.0027780	0.36561	0.0040750
2110.0	0.44328	0.0042760	0.35978	0.0030350	0.26787	0.0027170	0.36643	0.0036700
2115.0	0.44391	0.0045770	0.36040	0.0031360	0.26829	0.0027750	0.36736	0.0042660
2120.0	0.44437	0.0045970	0.36048	0.0033700	0.26831	0.0027820	0.36759	0.0041060
2125.0	0.44504	0.0045990	0.36161	0.0033160	0.26972	0.0027790	0.36836	0.0040980
2130.0	0.44556	0.0047290	0.36202	0.0032500	0.27098	0.0026800	0.36856	0.0039080
2135.0	0.44594	0.0042730	0.36267	0.0030990	0.27095	0.0026180	0.36911	0.0037090
2140.0	0.44570	0.0045460	0.36329	0.0032180	0.27159	0.0028220	0.36951	0.0038310
2145.0	0.44657	0.0046720	0.36422	0.0033130	0.27181	0.0027250	0.37080	0.0040010
2150.0	0.44710	0.0051280	0.36453	0.0033620	0.27229	0.0030090	0.37076	0.0041390
2155.0	0.44723	0.0047370	0.36496	0.0031030	0.27371	0.0027730	0.37194	0.0037770
2160.0	0.44858	0.0047630	0.36557	0.0032120	0.27416	0.0027140	0.37274	0.0038790
2165.0	0.44890	0.0046510	0.36627	0.0032970	0.27438	0.0028550	0.37308	0.0044950
2170.0	0.44900	0.0047350	0.36639	0.0032950	0.27510	0.0028510	0.37401	0.0043510
2175.0	0.44951	0.0051320	0.36742	0.0033890	0.27512	0.0029600	0.37486	0.0039590
2180.0	0.44990	0.0050700	0.36861	0.0033240	0.27605	0.0029250	0.37486	0.0039510
2185.0	0.45109	0.0051250	0.36887	0.0034830	0.27699	0.0027590	0.37613	0.0039070
2190.0	0.45058	0.0047330	0.36952	0.0031740	0.27723	0.0027890	0.37590	0.0040790
2195.0	0.45106	0.0045680	0.37014	0.0033260	0.27761	0.0029610	0.37686	0.0044160
2200.0	0.45154	0.0046160	0.37099	0.0031920	0.27827	0.0028200	0.37726	0.0044620
2205.0	0.45237	0.0050110	0.37043	0.0035350	0.27936	0.0029910	0.37879	0.0039930
2210.0	0.45174	0.0043860	0.37130	0.0033100	0.27917	0.0031930	0.37887	0.0040610
2215.0	0.45336	0.0045610	0.37305	0.0035090	0.27979	0.0030830	0.37900	0.0044030
2220.0	0.45325	0.0048340	0.37329	0.0035420	0.28071	0.0030340	0.37950	0.0044530
2225.0	0.45435	0.0049350	0.37391	0.0036250	0.28138	0.0029660	0.38069	0.0044790
2230.0	0.45481	0.0051910	0.37504	0.0036210	0.28169	0.0030230	0.38100	0.0046870
2235.0	0.45541	0.0052920	0.37570	0.0034130	0.28202	0.0030060	0.38167	0.0040600
2240.0	0.45518	0.0055230	0.37616	0.0036190	0.28326	0.0029350	0.38270	0.0042310
2245.0	0.45640	0.0057230	0.37665	0.0035640	0.28321	0.0034450	0.38240	0.0043440
2250.0	0.45653	0.0050350	0.37685	0.0036350	0.28396	0.0029580	0.38331	0.0042250
2255.0	0.45687	0.0049600	0.37800	0.0035510	0.28415	0.0030720	0.38370	0.0042530
2260.0	0.45761	0.0053550	0.37721	0.0035010	0.28537	0.0029710	0.38341	0.0045950
2265.0	0.45775	0.0051070	0.37944	0.0033860	0.28591	0.0030170	0.38426	0.0037030
2270.0	0.45859	0.0052250	0.37997	0.0037770	0.28576	0.0030480	0.38544	0.0040660
2275.0	0.45891	0.0052520	0.37977	0.0034690	0.28691	0.0031010	0.38582	0.0044550
2280.0	0.45882	0.0052320	0.38053	0.0036810	0.28681	0.0031770	0.38645	0.0047670
2285.0	0.45981	0.0056460	0.38098	0.0034730	0.28796	0.0030150	0.38682	0.0040950
2290.0	0.45928	0.0059520	0.38139	0.0035620	0.28848	0.0031140	0.38752	0.0042450
2295.0	0.45980	0.0060080	0.38251	0.0035230	0.28897	0.0030380	0.38809	0.0042320
2300.0	0.45981	0.0051330	0.38301	0.0036200	0.28847	0.0029600	0.38849	0.0041600
2305.0	0.46149	0.0052860	0.38437	0.0035420	0.28980	0.0030790	0.38914	0.0044150
2310.0	0.46286	0.0055350	0.38417	0.0038330	0.29037	0.0032210	0.38898	0.0046520
2315.0	0.46183	0.0053140	0.38509	0.0038150	0.29077	0.0030580	0.38963	0.0043730
2320.0	0.46231	0.0056910	0.38481	0.0038130	0.29135	0.0031090	0.39002	0.0045240
2325.0	0.46347	0.0058030	0.38573	0.0037210	0.29232	0.0031760	0.39031	0.0043520
2330.0	0.46324	0.0049850	0.38632	0.0037590	0.29275	0.0031220	0.39094	0.0044340
2335.0	0.46445	0.0049180	0.38745	0.0037920	0.29340	0.0032100	0.39168	0.0052690
2340.0	0.46503	0.0051350	0.38765	0.0036910	0.29322	0.0030060	0.39213	0.0048890
2345.0	0.46476	0.0049950	0.38798	0.0037400	0.29468	0.0031560	0.39203	0.0050450
2350.0	0.46441	0.0058270	0.38794	0.0037620	0.29532	0.0032780	0.39243	0.0048050
2355.0	0.46425	0.0059740	0.38870	0.0036450	0.29567	0.0029980	0.39283	0.0042890
2360.0	0.46519	0.0049780	0.38862	0.0036790	0.29632	0.0033750	0.39346	0.0043590
2365.0	0.46547	0.0054600	0.38932	0.0038210	0.29633	0.0031050	0.39351	0.0048100
2370.0	0.46580	0.0046370	0.39037	0.0038500	0.29676	0.0032950	0.39417	0.0048140
2375.0	0.46555	0.0052560	0.39048	0.0040750	0.29776	0.0033720	0.39449	0.0045610
2380.0	0.46640	0.0057240	0.39161	0.0037920	0.29800	0.0032780	0.39526	0.0047110
2385.0	0.46660	0.0065110	0.39155	0.0034610	0.29851	0.0034190	0.39466	0.0040030
2390.0	0.46690	0.0054590	0.39312	0.0038820	0.29894	0.0031370	0.39712	0.0047320
2395.0	0.46814	0.0057250	0.39360	0.0038190	0.29981	0.0031550	0.39651	0.0048120
2400.0	0.46640	0.0056030	0.39421	0.0039600	0.30020	0.0032460	0.39744	0.0055190
2405.0	0.46873	0.0056460	0.39416	0.0040220	0.30071	0.0032330	0.39670	0.0049880
2410.0	0.46804	0.0072030	0.39539	0.0037460	0.30222	0.0033210	0.39927	0.0050380
2415.0	0.46972	0.0066130	0.39509	0.0037000	0.30218	0.0031910	0.39978	0.0041690
2420.0	0.46939	0.0064770	0.39629	0.0041940	0.30231	0.0035030	0.40040	0.0048160
2425.0	0.47015	0.0065020	0.39753	0.0044430	0.30224	0.0033870	0.39817	0.0052910
2430.0	0.47040	0.0058570	0.39760	0.0041980	0.30357	0.0035190	0.39972	0.0055140
2435.0	0.47101	0.0063770	0.39800	0.0041430	0.30453	0.0035790	0.40062	0.0053090
2440.0	0.47134	0.0061630	0.39848	0.0042390	0.30427	0.0036020	0.40060	0.0050110
2445.0	0.47146	0.0059710	0.40000	0.0040850	0.30535	0.0035040	0.40195	0.0043390
2450.0	0.47151	0.0063150	0.39997	0.0039900	0.30494	0.0035070	0.40267	0.0045240
2455.0	0.47251	0.0053230	0.40016	0.0036760	0.30502	0.0030090	0.40230	0.0041300
2460.0	0.47250	0.0055650	0.40003	0.0037120	0.30665	0.0033380	0.40366	0.0040890
2465.0	0.47303	0.0053510	0.40011	0.0036460	0.30680	0.0032010	0.40313	0.0047010
2470.0	0.47336	0.0056410	0.40135	0.0037110	0.30723	0.0031240	0.40549	0.0049070
2475.0	0.47363	0.0052470	0.40194	0.0039010	0.30750	0.0032380	0.40434	0.0044170
2480.0	0.47435	0.0062910	0.40189	0.0035710	0.30849	0.0030300	0.40571	0.0044210
2485.0	0.47308	0.0062310	0.40150	0.0036500	0.30872	0.0032350	0.40623	0.0040060
2490.0	0.47376	0.0061910	0.40201	0.0038040	0.30888	0.0032490	0.40622	0.0044320
2495.0	0.47367	0.0059470	0.40288	0.0038020	0.31023	0.0031460	0.40707	0.0046030
2500.0	0.47421	0.0058600	0.40410	0.0037530	0.31077	0.0031910	0.40689	0.0049740
2505.0	0.47360	0.0058520	0.40266	0.0042900	0.30993	0.0031030	0.40760	0.0046890
2510.0	0.47432	0.0061120	0.40479	0.0038430	0.31151	0.0034420	0.40757	0.0046600
2515.0	0.47298	0.0062130	0.40270	0.0037120	0.31156	0.0032140	0.41007	0.0040600
2520.0	0.47576	0.0059240	0.40400	0.0037770	0.31189	0.0032700	0.40762	0.0044660
2525.0	0.47449	0.0058190	0.40414	0.0039790	0.31287	0.0034800	0.40957	0.0053920
2530.0	0.47578	0.0059280	0.40534	0.0037630	0.31277	0.0034550	0.41129	0.0046900
2535.0	0.47446	0.0061220	0.40461	0.0043280	0.31329	0.0034620	0.41073	0.0053470
2540.0	0.47548	0.0070530	0.40583	0.0043090	0.31319	0.0035580	0.41089	0.0049320
2545.0	0.47610	0.0076960	0.40694	0.0044240	0.31565	0.0040030	0.40979	0.0048670
2550.0	0.47539	0.0077800	0.40644	0.0044590	0.31418	0.0039020	0.41172	0.0046980
2555.0	0.47529	0.0080220	0.40659	0.0047690	0.31498	0.0040150	0.41205	0.0055520
2560.0	0.47664	0.0063270	0.40808	0.0041730	0.31536	0.0034410	0.41082	0.0053620
2565.0	0.47706	0.0079100	0.40856	0.0053340	0.31600	0.0058560	0.41197	0.0069420
2570.0	0.47793	0.0064180	0.40904	0.0047580	0.31656	0.0041410	0.41321	0.0053870
2575.0	0.47785	0.0071710	0.40916	0.0049940	0.31692	0.0046230	0.41331	0.0060470
2580.0	0.47976	0.0063200	0.41094	0.0050050	0.31785	0.0045390	0.41243	0.0057210
2585.0	0.47856	0.0064410	0.40939	0.0050930	0.31885	0.0055980	0.41248	0.0062770
2590.0	0.48050	0.0063540	0.41149	0.0054210	0.31911	0.0057970	0.41335	0.0062930
2595.0	0.48247	0.0074580	0.41341	0.0060450	0.31962	0.0059830	0.41427	0.0074000
2600.0	0.48674	0.0077550	0.41489	0.0053320	0.31972	0.0056370	0.41461	0.0059710
