Wavelength	61221 <10	sd	61221 10-20	sd	61221 20-45	sd	61221 <45	sd
585.00	0.38401	0.0059590	0.35631	0.012911	0.29544	0.0036080	0.36233	0.0037410
590.00	0.38528	0.0059530	0.35771	0.012821	0.29629	0.0035420	0.36347	0.0038250
595.00	0.38656	0.0057770	0.35815	0.013899	0.29708	0.0034010	0.36480	0.0036130
600.00	0.38787	0.0060860	0.35958	0.013883	0.29826	0.0035290	0.36629	0.0038910
605.00	0.38926	0.0062030	0.36063	0.013618	0.29960	0.0034200	0.36635	0.0034960
610.00	0.39027	0.0059370	0.36172	0.013772	0.30058	0.0035010	0.36836	0.0037270
615.00	0.39160	0.0059070	0.36230	0.013227	0.30195	0.0034800	0.36935	0.0038600
620.00	0.39222	0.0062420	0.36417	0.013062	0.30297	0.0033660	0.37014	0.0037920
625.00	0.39379	0.0060710	0.36484	0.014163	0.30410	0.0033400	0.37179	0.0036950
630.00	0.39518	0.0059090	0.36593	0.014014	0.30489	0.0034860	0.37257	0.0039120
635.00	0.39668	0.0059590	0.36709	0.013353	0.30594	0.0034620	0.37413	0.0039840
640.00	0.39780	0.0060920	0.36854	0.013425	0.30707	0.0036140	0.37503	0.0039790
645.00	0.39877	0.0060100	0.36906	0.012625	0.30781	0.0036220	0.37582	0.0040040
650.00	0.39995	0.0058310	0.37011	0.012689	0.30868	0.0034720	0.37635	0.0037800
655.00	0.40163	0.0062250	0.37134	0.014393	0.30916	0.0033690	0.37657	0.0037390
660.00	0.40236	0.0060510	0.37247	0.014107	0.31015	0.0037000	0.37785	0.0040370
665.00	0.40441	0.0061820	0.37343	0.014612	0.31085	0.0036410	0.37821	0.0039920
670.00	0.40498	0.0062580	0.37419	0.014745	0.31170	0.0040900	0.37855	0.0046480
675.00	0.40650	0.0061600	0.37510	0.015260	0.31260	0.0037370	0.37962	0.0039870
680.00	0.40800	0.0062470	0.37609	0.015214	0.31343	0.0038590	0.38004	0.0042660
685.00	0.40925	0.0060580	0.37702	0.015623	0.31405	0.0037340	0.38073	0.0041110
690.00	0.41000	0.0062270	0.37816	0.015481	0.31387	0.0034260	0.38087	0.0037360
695.00	0.41138	0.0063660	0.37874	0.016480	0.31485	0.0034040	0.38165	0.0037200
700.00	0.41243	0.0062240	0.37975	0.016176	0.31513	0.0037600	0.38210	0.0040650
705.00	0.41342	0.0061630	0.38043	0.015454	0.31614	0.0037770	0.38313	0.0040820
710.00	0.41488	0.0065380	0.38179	0.015785	0.31666	0.0035750	0.38392	0.0038500
715.00	0.41659	0.0063410	0.38276	0.015698	0.31712	0.0036790	0.38407	0.0039090
720.00	0.41726	0.0063120	0.38339	0.015741	0.31718	0.0039800	0.38425	0.0042360
725.00	0.41749	0.0064440	0.38449	0.015963	0.31734	0.0037960	0.38444	0.0041090
730.00	0.41850	0.0065580	0.38549	0.016069	0.31734	0.0037520	0.38445	0.0041060
735.00	0.41955	0.0067730	0.38635	0.015710	0.31789	0.0036330	0.38504	0.0040350
740.00	0.42035	0.0066420	0.38724	0.015660	0.31764	0.0036920	0.38546	0.0039400
745.00	0.42157	0.0064320	0.38799	0.016591	0.31771	0.0037210	0.38575	0.0040780
750.00	0.42229	0.0064760	0.38869	0.016539	0.31814	0.0036430	0.38664	0.0040310
755.00	0.42384	0.0066210	0.38951	0.016719	0.31767	0.0037430	0.38651	0.0040470
760.00	0.42399	0.0066720	0.38977	0.016804	0.31799	0.0037690	0.38750	0.0041090
765.00	0.42578	0.0065610	0.39078	0.016534	0.31724	0.0036070	0.38733	0.0039830
770.00	0.42600	0.0067130	0.39080	0.016334	0.31710	0.0036570	0.38763	0.0039480
775.00	0.42710	0.0065590	0.39135	0.016893	0.31650	0.0037360	0.38795	0.0042280
780.00	0.42795	0.0066650	0.39187	0.016879	0.31607	0.0037300	0.38853	0.0042760
785.00	0.42855	0.0067080	0.39245	0.016232	0.31543	0.0039000	0.38921	0.0043020
790.00	0.42962	0.0068120	0.39269	0.016201	0.31417	0.0037650	0.38939	0.0042490
795.00	0.42987	0.0066730	0.39331	0.016303	0.31385	0.0037690	0.39003	0.0043070
800.00	0.43080	0.0063850	0.39340	0.011941	0.31190	0.0042130	0.39067	0.0049400
805.00	0.43125	0.0062340	0.39375	0.011632	0.31071	0.0041030	0.39069	0.0047110
810.00	0.43203	0.0063910	0.39381	0.011442	0.31006	0.0041640	0.39109	0.0046750
815.00	0.43248	0.0063030	0.39310	0.010590	0.30853	0.0043930	0.39145	0.0046310
820.00	0.43267	0.0064030	0.39311	0.010743	0.30696	0.0043070	0.39187	0.0044730
825.00	0.43323	0.0064480	0.39318	0.010813	0.30587	0.0041400	0.39131	0.0045530
830.00	0.43373	0.0064760	0.39313	0.010794	0.30412	0.0042150	0.39095	0.0048080
835.00	0.43373	0.0063640	0.39261	0.011245	0.30284	0.0041390	0.39019	0.0046200
840.00	0.43425	0.0062060	0.39221	0.011184	0.30154	0.0042410	0.38953	0.0044080
845.00	0.43387	0.0063610	0.39093	0.010820	0.29980	0.0041500	0.38917	0.0047560
850.00	0.43442	0.0062180	0.39119	0.010826	0.29878	0.0040760	0.38905	0.0045110
855.00	0.43506	0.0058190	0.39093	0.0057240	0.29634	0.0039930	0.38752	0.0044840
860.00	0.43541	0.0060960	0.39006	0.0059310	0.29463	0.0045700	0.38680	0.0045620
865.00	0.43469	0.0057240	0.38886	0.0057250	0.29343	0.0038860	0.38615	0.0047800
870.00	0.43519	0.0059780	0.38833	0.0053500	0.29187	0.0040650	0.38575	0.0044990
875.00	0.43481	0.0055510	0.38613	0.0049860	0.29008	0.0037330	0.38514	0.0045100
880.00	0.43456	0.0054520	0.38626	0.0048870	0.28901	0.0038650	0.38399	0.0048120
885.00	0.43507	0.0057670	0.38686	0.0058380	0.28770	0.0039430	0.38331	0.0045380
890.00	0.43517	0.0054660	0.38583	0.0054580	0.28674	0.0038990	0.38291	0.0043340
895.00	0.43515	0.0052320	0.38483	0.0048090	0.28526	0.0039650	0.38264	0.0043180
900.00	0.43479	0.0052860	0.38436	0.0048580	0.28455	0.0036210	0.38215	0.0042290
905.00	0.43450	0.0054740	0.38394	0.0056450	0.28345	0.0040570	0.38109	0.0048690
910.00	0.43560	0.0056750	0.38292	0.0052580	0.28301	0.0039040	0.38100	0.0046030
915.00	0.43472	0.0055170	0.38418	0.0056100	0.28168	0.0037380	0.38072	0.0045740
920.00	0.43506	0.0054140	0.38404	0.0060210	0.28171	0.0036140	0.38143	0.0042140
925.00	0.43552	0.0056360	0.38426	0.0056660	0.28137	0.0037810	0.38091	0.0045190
930.00	0.43572	0.0051330	0.38461	0.0055730	0.28141	0.0038130	0.38098	0.0044630
935.00	0.43594	0.0054010	0.38417	0.0058980	0.28108	0.0038700	0.38138	0.0046830
940.00	0.43711	0.0053150	0.38457	0.0058090	0.28091	0.0036460	0.38211	0.0043520
945.00	0.43766	0.0054220	0.38562	0.0070280	0.28100	0.0037520	0.38228	0.0044740
950.00	0.43812	0.0052300	0.38600	0.0070350	0.28144	0.0038540	0.38245	0.0043550
955.00	0.43814	0.0055770	0.38690	0.0074910	0.28152	0.0039970	0.38287	0.0043020
960.00	0.43940	0.0054230	0.38768	0.0070280	0.28234	0.0038440	0.38406	0.0041360
965.00	0.43991	0.0053530	0.38830	0.0081730	0.28290	0.0039710	0.38464	0.0045270
970.00	0.44061	0.0053410	0.38882	0.0082330	0.28360	0.0039110	0.38515	0.0044910
975.00	0.44113	0.0052790	0.38907	0.0074360	0.28450	0.0036940	0.38555	0.0046850
980.00	0.44187	0.0056130	0.38965	0.0072280	0.28511	0.0036750	0.38735	0.0043920
985.00	0.44245	0.0056030	0.39168	0.0091680	0.28650	0.0039290	0.38795	0.0044640
990.00	0.44412	0.0056130	0.39300	0.0090720	0.28781	0.0038040	0.38946	0.0046000
995.00	0.44398	0.0053860	0.39350	0.0077530	0.28856	0.0035860	0.38945	0.0042780
1000.0	0.44512	0.0055160	0.39394	0.0076600	0.28960	0.0037790	0.39059	0.0045650
1005.0	0.44590	0.0057910	0.39610	0.0086900	0.29060	0.0040380	0.39130	0.0044110
1010.0	0.44739	0.0057750	0.39712	0.0083750	0.29235	0.0038860	0.39326	0.0044170
1015.0	0.44676	0.0054750	0.39884	0.0085820	0.29377	0.0039040	0.39331	0.0044370
1020.0	0.44874	0.0057510	0.39952	0.0085800	0.29465	0.0039590	0.39547	0.0046710
1025.0	0.44943	0.0056170	0.40107	0.0082780	0.29654	0.0036460	0.39582	0.0044490
1030.0	0.45018	0.0053840	0.40172	0.0087190	0.29788	0.0040290	0.39767	0.0044790
1035.0	0.45053	0.0055020	0.40232	0.0081430	0.29896	0.0035520	0.39854	0.0043130
1040.0	0.45118	0.0054790	0.40313	0.0081920	0.30001	0.0040630	0.39882	0.0046840
1045.0	0.45242	0.0058120	0.40567	0.0081680	0.30113	0.0040120	0.40051	0.0047270
1050.0	0.45278	0.0057560	0.40611	0.0084600	0.30314	0.0040340	0.40085	0.0048220
1055.0	0.45374	0.0055810	0.40692	0.0090300	0.30476	0.0038530	0.40264	0.0045440
1060.0	0.45454	0.0056000	0.40821	0.0087320	0.30604	0.0042250	0.40299	0.0044430
1065.0	0.45542	0.0054980	0.40864	0.0078850	0.30691	0.0041500	0.40464	0.0045750
1070.0	0.45610	0.0056520	0.40957	0.0082320	0.30846	0.0039410	0.40523	0.0046650
1075.0	0.45708	0.0057810	0.41158	0.0086710	0.30997	0.0040740	0.40675	0.0049680
1080.0	0.45723	0.0057510	0.41261	0.0088300	0.31161	0.0039430	0.40758	0.0047840
1085.0	0.45810	0.0058890	0.41192	0.0083790	0.31286	0.0039990	0.40854	0.0046160
1090.0	0.45908	0.0057730	0.41301	0.0082870	0.31442	0.0038690	0.40966	0.0048520
1095.0	0.45987	0.0057870	0.41375	0.0093770	0.31589	0.0044070	0.41134	0.0047660
1100.0	0.46047	0.0057880	0.41535	0.0091720	0.31772	0.0041660	0.41153	0.0048240
1105.0	0.46203	0.0055860	0.41532	0.0087940	0.31940	0.0039820	0.41322	0.0048380
1110.0	0.46232	0.0058430	0.41636	0.0088690	0.31995	0.0043940	0.41414	0.0048850
1115.0	0.46313	0.0057060	0.41834	0.0083450	0.32120	0.0042190	0.41485	0.0048670
1120.0	0.46368	0.0055200	0.41867	0.0079760	0.32212	0.0041840	0.41610	0.0048000
1125.0	0.46521	0.0058750	0.41903	0.0079350	0.32358	0.0043590	0.41718	0.0047140
1130.0	0.46517	0.0057540	0.41998	0.0080280	0.32527	0.0041770	0.41774	0.0045430
1135.0	0.46591	0.0062330	0.42112	0.0098520	0.32624	0.0041640	0.41885	0.0047270
1140.0	0.46645	0.0057350	0.42190	0.0099110	0.32768	0.0046150	0.41947	0.0046220
1145.0	0.46720	0.0056570	0.42270	0.0096890	0.32853	0.0043330	0.42071	0.0045910
1150.0	0.46803	0.0060100	0.42371	0.0096920	0.32938	0.0041250	0.42100	0.0048470
1155.0	0.46920	0.0058660	0.42478	0.010437	0.33129	0.0044830	0.42241	0.0046890
1160.0	0.46971	0.0059620	0.42577	0.010085	0.33237	0.0042110	0.42278	0.0046120
1165.0	0.47002	0.0060170	0.42658	0.010117	0.33326	0.0042240	0.42313	0.0044570
1170.0	0.47063	0.0057240	0.42747	0.010258	0.33423	0.0045750	0.42377	0.0046160
1175.0	0.47128	0.0061780	0.42755	0.010264	0.33542	0.0042850	0.42454	0.0046940
1180.0	0.47181	0.0061000	0.42862	0.010150	0.33557	0.0040550	0.42515	0.0052480
1185.0	0.47269	0.0060860	0.42861	0.0099510	0.33647	0.0043700	0.42598	0.0051050
1190.0	0.47321	0.0057740	0.43025	0.010005	0.33777	0.0040410	0.42653	0.0047440
1195.0	0.47368	0.0058350	0.43074	0.010992	0.33814	0.0043000	0.42721	0.0048330
1200.0	0.47388	0.0059810	0.43098	0.011009	0.33907	0.0041450	0.42735	0.0050110
1205.0	0.47445	0.0060950	0.43167	0.0091620	0.34014	0.0044890	0.42776	0.0051840
1210.0	0.47487	0.0060930	0.43319	0.0087810	0.34079	0.0047080	0.42890	0.0048570
1215.0	0.47577	0.0058550	0.43302	0.010265	0.34125	0.0040990	0.42938	0.0046700
1220.0	0.47586	0.0062260	0.43386	0.010278	0.34206	0.0039990	0.42967	0.0054070
1225.0	0.47651	0.0061740	0.43374	0.0095150	0.34269	0.0044020	0.42971	0.0050360
1230.0	0.47679	0.0058670	0.43470	0.0091080	0.34426	0.0042390	0.43108	0.0047240
1235.0	0.47750	0.0058260	0.43556	0.010563	0.34489	0.0044570	0.43136	0.0046470
1240.0	0.47776	0.0060460	0.43627	0.010273	0.34604	0.0042300	0.43205	0.0050810
1245.0	0.47791	0.0060320	0.43721	0.0094100	0.34657	0.0045990	0.43289	0.0047810
1250.0	0.47874	0.0060770	0.43722	0.0094810	0.34697	0.0042800	0.43354	0.0047480
1255.0	0.47946	0.0062060	0.43742	0.010310	0.34806	0.0043980	0.43388	0.0049660
1260.0	0.48011	0.0059930	0.43786	0.010126	0.34874	0.0046020	0.43390	0.0048540
1265.0	0.48097	0.0058550	0.43767	0.0094860	0.35057	0.0043400	0.43492	0.0047980
1270.0	0.48127	0.0059550	0.43882	0.0093150	0.35133	0.0043080	0.43571	0.0046760
1275.0	0.48230	0.0060590	0.44032	0.011449	0.35149	0.0042890	0.43644	0.0047360
1280.0	0.48254	0.0059620	0.43981	0.011346	0.35169	0.0044190	0.43674	0.0046650
1285.0	0.48305	0.0058080	0.44047	0.0097570	0.35210	0.0044350	0.43710	0.0045680
1290.0	0.48350	0.0059730	0.44099	0.0097240	0.35310	0.0043320	0.43752	0.0047030
1295.0	0.48434	0.0066080	0.44186	0.010941	0.35429	0.0044450	0.43850	0.0050600
1300.0	0.48559	0.0061880	0.44243	0.011042	0.35457	0.0041300	0.43942	0.0046120
1305.0	0.48618	0.0061040	0.44328	0.010203	0.35565	0.0043380	0.43979	0.0046010
1310.0	0.48669	0.0060770	0.44407	0.010037	0.35618	0.0043090	0.44106	0.0043900
1315.0	0.48713	0.0061360	0.44493	0.010911	0.35731	0.0045730	0.44118	0.0044350
1320.0	0.48808	0.0063420	0.44536	0.010686	0.35757	0.0045110	0.44210	0.0046520
1325.0	0.48858	0.0058050	0.44634	0.011179	0.35870	0.0046350	0.44293	0.0048650
1330.0	0.48939	0.0060270	0.44665	0.011002	0.35965	0.0044460	0.44331	0.0044750
1335.0	0.49030	0.0058550	0.44793	0.010889	0.36078	0.0043190	0.44420	0.0042560
1340.0	0.49067	0.0058080	0.44852	0.010879	0.36189	0.0044920	0.44510	0.0044170
1345.0	0.49078	0.0062710	0.44912	0.011264	0.36212	0.0046910	0.44555	0.0047930
1350.0	0.49106	0.0060050	0.44959	0.010936	0.36283	0.0046030	0.44569	0.0045910
1355.0	0.49160	0.0060380	0.45045	0.0096320	0.36329	0.0046830	0.44623	0.0043210
1360.0	0.49222	0.0063730	0.45148	0.0098890	0.36451	0.0046890	0.44726	0.0049580
1365.0	0.49310	0.0060060	0.45185	0.010686	0.36561	0.0047360	0.44801	0.0049220
1370.0	0.49366	0.0060500	0.45265	0.010589	0.36662	0.0045660	0.44891	0.0048520
1375.0	0.49481	0.0060550	0.45396	0.011428	0.36739	0.0045680	0.44949	0.0048600
1380.0	0.49559	0.0059580	0.45522	0.011853	0.36794	0.0046840	0.45001	0.0047380
1385.0	0.49625	0.0059720	0.45524	0.012331	0.36923	0.0045550	0.45120	0.0047290
1390.0	0.49654	0.0059880	0.45667	0.012181	0.36991	0.0046210	0.45178	0.0049820
1395.0	0.49717	0.0062950	0.45770	0.012633	0.37069	0.0046780	0.45254	0.0047910
1400.0	0.49709	0.0062540	0.45866	0.012365	0.37092	0.0047750	0.45300	0.0048450
1405.0	0.49758	0.0062130	0.45783	0.011109	0.37232	0.0047660	0.45330	0.0048460
1410.0	0.49877	0.0059130	0.45875	0.011126	0.37340	0.0047080	0.45363	0.0046600
1415.0	0.49978	0.0059220	0.46011	0.011938	0.37343	0.0046050	0.45542	0.0045310
1420.0	0.50062	0.0061190	0.46097	0.011876	0.37490	0.0049870	0.45584	0.0049510
1425.0	0.50121	0.0063500	0.46157	0.011700	0.37511	0.0045930	0.45682	0.0049630
1430.0	0.50232	0.0061320	0.46186	0.011292	0.37609	0.0046730	0.45746	0.0047620
1435.0	0.50301	0.0062130	0.46284	0.012342	0.37716	0.0047000	0.45814	0.0047200
1440.0	0.50371	0.0059560	0.46380	0.012333	0.37744	0.0047620	0.45857	0.0048200
1445.0	0.50352	0.0060670	0.46394	0.011338	0.37785	0.0048490	0.45914	0.0047400
1450.0	0.50420	0.0062740	0.46428	0.011174	0.37905	0.0046740	0.45975	0.0046890
1455.0	0.50476	0.0061830	0.46477	0.011776	0.37961	0.0049460	0.46052	0.0046310
1460.0	0.50555	0.0060980	0.46527	0.011810	0.38024	0.0047080	0.46084	0.0045980
1465.0	0.50604	0.0062040	0.46551	0.010651	0.38064	0.0045180	0.46136	0.0048490
1470.0	0.50633	0.0063380	0.46574	0.010239	0.38106	0.0047250	0.46200	0.0047670
1475.0	0.50735	0.0059660	0.46660	0.010321	0.38201	0.0046900	0.46247	0.0047860
1480.0	0.50757	0.0061040	0.46620	0.010266	0.38339	0.0046580	0.46340	0.0049220
1485.0	0.50795	0.0061520	0.46758	0.011654	0.38302	0.0046510	0.46390	0.0046840
1490.0	0.50876	0.0062330	0.46788	0.011942	0.38369	0.0046290	0.46400	0.0047650
1495.0	0.50893	0.0065510	0.46825	0.012304	0.38410	0.0048710	0.46470	0.0048340
1500.0	0.50966	0.0060130	0.46903	0.011922	0.38474	0.0047440	0.46493	0.0047030
1505.0	0.51038	0.0062920	0.47010	0.013365	0.38530	0.0048930	0.46563	0.0049760
1510.0	0.51062	0.0061220	0.47026	0.013227	0.38565	0.0049890	0.46596	0.0046980
1515.0	0.51115	0.0065750	0.46999	0.012484	0.38629	0.0048500	0.46647	0.0048740
1520.0	0.51127	0.0063700	0.47076	0.012766	0.38665	0.0045780	0.46716	0.0049450
1525.0	0.51138	0.0061960	0.47070	0.014227	0.38719	0.0048510	0.46734	0.0046760
1530.0	0.51207	0.0060690	0.47145	0.014263	0.38686	0.0047520	0.46792	0.0045780
1535.0	0.51259	0.0063930	0.47234	0.014188	0.38758	0.0050610	0.46850	0.0048660
1540.0	0.51340	0.0062640	0.47345	0.014268	0.38809	0.0051080	0.46876	0.0045510
1545.0	0.51337	0.0060590	0.47387	0.015059	0.38802	0.0048940	0.46924	0.0045920
1550.0	0.51395	0.0062470	0.47413	0.015158	0.38846	0.0049270	0.46936	0.0050670
1555.0	0.51460	0.0060680	0.47508	0.015186	0.38857	0.0047810	0.46955	0.0049790
1560.0	0.51490	0.0059360	0.47508	0.015228	0.38936	0.0049430	0.46998	0.0048040
1565.0	0.51468	0.0060420	0.47624	0.014918	0.38957	0.0049050	0.47058	0.0048170
1570.0	0.51525	0.0064520	0.47632	0.015416	0.38931	0.0049480	0.47051	0.0049410
1575.0	0.51560	0.0064670	0.47676	0.015162	0.38973	0.0050090	0.47104	0.0051240
1580.0	0.51582	0.0061750	0.47668	0.015414	0.38916	0.0048920	0.47152	0.0051090
1585.0	0.51630	0.0063060	0.47634	0.014073	0.39002	0.0049620	0.47140	0.0049550
1590.0	0.51704	0.0064080	0.47760	0.014359	0.38939	0.0049460	0.47139	0.0050650
1595.0	0.51720	0.0061170	0.47770	0.015124	0.38978	0.0049260	0.47170	0.0048600
1600.0	0.51761	0.0060140	0.47785	0.015312	0.39015	0.0044170	0.47178	0.0048370
1605.0	0.51807	0.0059160	0.47792	0.012936	0.39008	0.0048980	0.47212	0.0051410
1610.0	0.51851	0.0062150	0.47821	0.013282	0.39046	0.0049530	0.47257	0.0048880
1615.0	0.51862	0.0064460	0.47928	0.015601	0.39057	0.0050780	0.47298	0.0050170
1620.0	0.51881	0.0064190	0.47918	0.015759	0.39089	0.0049300	0.47312	0.0048960
1625.0	0.51941	0.0064030	0.47880	0.013592	0.39009	0.0050110	0.47346	0.0048420
1630.0	0.51914	0.0065560	0.47900	0.014364	0.38991	0.0044990	0.47289	0.0049560
1635.0	0.51980	0.0065770	0.47809	0.013074	0.39062	0.0045810	0.47341	0.0049730
1640.0	0.51922	0.0066450	0.47852	0.012929	0.39057	0.0046830	0.47326	0.0051570
1645.0	0.52072	0.0060250	0.47876	0.013547	0.39066	0.0049960	0.47348	0.0052330
1650.0	0.52080	0.0062730	0.47927	0.013802	0.39092	0.0049220	0.47315	0.0052990
1655.0	0.52163	0.0069070	0.48004	0.015361	0.39089	0.0048080	0.47409	0.0052600
1660.0	0.52152	0.0064660	0.47965	0.015841	0.39087	0.0047640	0.47438	0.0048400
1665.0	0.52395	0.0065140	0.47874	0.011517	0.39092	0.0050430	0.47547	0.0050880
1670.0	0.52410	0.0067110	0.47878	0.012232	0.39120	0.0048930	0.47549	0.0050340
1675.0	0.52377	0.0066300	0.48021	0.014042	0.39075	0.0047020	0.47508	0.0050660
1680.0	0.52460	0.0062750	0.48016	0.014798	0.39140	0.0047280	0.47557	0.0051060
1685.0	0.52503	0.0062920	0.48011	0.015092	0.39073	0.0046950	0.47552	0.0050720
1690.0	0.52517	0.0066630	0.48002	0.015279	0.39079	0.0050330	0.47572	0.0053790
1695.0	0.52506	0.0062180	0.48011	0.014524	0.39023	0.0047980	0.47517	0.0048210
1700.0	0.52499	0.0067640	0.48147	0.010135	0.38975	0.0044640	0.47544	0.0051760
1705.0	0.52584	0.0066530	0.48153	0.010461	0.39022	0.0045340	0.47631	0.0050600
1710.0	0.52596	0.0066030	0.48170	0.010647	0.39030	0.0043640	0.47621	0.0050900
1715.0	0.52625	0.0067010	0.48177	0.010707	0.39035	0.0042870	0.47631	0.0050420
1720.0	0.52682	0.0067090	0.48189	0.010683	0.39107	0.0042690	0.47649	0.0050440
1725.0	0.52720	0.0065690	0.48217	0.010916	0.39093	0.0042630	0.47668	0.0050670
1730.0	0.52717	0.0067200	0.48207	0.010984	0.39100	0.0044860	0.47630	0.0051760
1735.0	0.52704	0.0067580	0.48179	0.011477	0.39083	0.0044470	0.47635	0.0052250
1740.0	0.52739	0.0067370	0.48214	0.011271	0.39066	0.0042530	0.47664	0.0050650
1745.0	0.52747	0.0067910	0.48196	0.011336	0.39050	0.0041940	0.47674	0.0051400
1750.0	0.52772	0.0068710	0.48247	0.011244	0.39024	0.0046790	0.47698	0.0051830
