Wavelength	62231 <10	sd	62231 10-20	sd	62231 20-45	sd	62231<45	sd
1915.0	0.41851		0.35693	0.0023410	0.27194	0.0026570	0.33217	0.0023830
1920.0	0.41888		0.35844	0.0022370	0.27233	0.0025800	0.33329	0.0024650
1925.0	0.41890		0.35622	0.0022910	0.27242	0.0022760	0.33337	0.0025570
1930.0	0.41932		0.35869	0.0022170	0.27299	0.0023900	0.33426	0.0023470
1935.0	0.42016		0.35896	0.0022590	0.27445	0.0023260	0.33443	0.0032940
1940.0	0.41985		0.35927	0.0026480	0.27446	0.0023670	0.33489	0.0033320
1945.0	0.42120		0.35926	0.0022610	0.27536	0.0023850	0.33539	0.0022840
1950.0	0.42051		0.36023	0.0022150	0.27548	0.0025120	0.33558	0.0024910
1955.0	0.42084		0.36188	0.0027050	0.27641	0.0022790	0.33608	0.0027740
1960.0	0.42207		0.36210	0.0025300	0.27570	0.0022050	0.33667	0.0026510
1965.0	0.42237		0.36229	0.0026560	0.27553	0.0025400	0.33716	0.0026690
1970.0	0.42169		0.36281	0.0025420	0.27548	0.0027780	0.33733	0.0026850
1975.0	0.42211		0.36391	0.0025300	0.27671	0.0027450	0.33751	0.0025080
1980.0	0.42225		0.36435	0.0026130	0.27751	0.0025610	0.33847	0.0024270
1985.0	0.42284		0.36475	0.0026000	0.27833	0.0027200	0.33913	0.0029740
1990.0	0.42401		0.36536	0.0028980	0.27812	0.0024700	0.33918	0.0028660
1995.0	0.42529		0.36616	0.0024130	0.27834	0.0026330	0.34027	0.0025490
2000.0	0.42518		0.36659	0.0025990	0.27883	0.0026450	0.33984	0.0023380
2005.0	0.42532		0.36719	0.0023980	0.27952	0.0028290	0.34015	0.0028710
2010.0	0.42626		0.36812	0.0027420	0.27987	0.0024400	0.34148	0.0028190
2015.0	0.42664		0.36787	0.0024450	0.28073	0.0023860	0.34160	0.0027740
2020.0	0.42722		0.36872	0.0027910	0.28135	0.0029580	0.34247	0.0028990
2025.0	0.42793		0.36919	0.0026500	0.28161	0.0025460	0.34259	0.0026790
2030.0	0.42929		0.37066	0.0031910	0.28200	0.0023310	0.34323	0.0026490
2035.0	0.42893		0.37093	0.0027480	0.28209	0.0024540	0.34368	0.0033170
2040.0	0.42978		0.37151	0.0023970	0.28269	0.0021300	0.34422	0.0033760
2045.0	0.42951		0.37157	0.0028110	0.28282	0.0023220	0.34514	0.0026460
2050.0	0.43064		0.37197	0.0025830	0.28334	0.0022230	0.34497	0.0025770
2055.0	0.43086		0.37219	0.0026430	0.28396	0.0025360	0.34497	0.0026440
2060.0	0.43194		0.37330	0.0030770	0.28448	0.0026440	0.34565	0.0025910
2065.0	0.43185		0.37350	0.0026810	0.28519	0.0025970	0.34653	0.0029600
2070.0	0.43262		0.37431	0.0027090	0.28607	0.0030000	0.34697	0.0035470
2075.0	0.43319		0.37411	0.0028010	0.28668	0.0026570	0.34741	0.0026800
2080.0	0.43321		0.37490	0.0033610	0.28680	0.0025220	0.34807	0.0029730
2085.0	0.43398		0.37577	0.0026060	0.28740	0.0023700	0.34784	0.0035450
2090.0	0.43296		0.37632	0.0033210	0.28770	0.0024660	0.34862	0.0039010
2095.0	0.43570		0.37749	0.0033890	0.28843	0.0024750	0.34958	0.0028720
2100.0	0.43637		0.37765	0.0031490	0.28969	0.0022480	0.35030	0.0026480
2105.0	0.43608		0.37799	0.0027030	0.29061	0.0019860	0.35068	0.0028410
2110.0	0.43700		0.37876	0.0027250	0.29134	0.0019090	0.35111	0.0026410
2115.0	0.43761		0.37980	0.0025640	0.29159	0.0018680	0.35186	0.0037570
2120.0	0.43780		0.37997	0.0030410	0.29175	0.0020180	0.35252	0.0037180
2125.0	0.43888		0.38049	0.0028980	0.29184	0.0018700	0.35243	0.0023860
2130.0	0.43826		0.38128	0.0027170	0.29236	0.0019860	0.35309	0.0025580
2135.0	0.43916		0.38206	0.0030750	0.29231	0.0023110	0.35381	0.0031700
2140.0	0.43891		0.38204	0.0029190	0.29279	0.0018030	0.35418	0.0029890
2145.0	0.43994		0.38293	0.0030080	0.29491	0.0020930	0.35469	0.0030260
2150.0	0.43908		0.38365	0.0028240	0.29490	0.0019470	0.35551	0.0030690
2155.0	0.44033		0.38495	0.0023880	0.29542	0.0020170	0.35541	0.0046200
2160.0	0.43988		0.38494	0.0027090	0.29627	0.0021890	0.35572	0.0047160
2165.0	0.44066		0.38520	0.0031560	0.29612	0.0023800	0.35612	0.0028060
2170.0	0.44037		0.38569	0.0033700	0.29670	0.0019900	0.35591	0.0028310
2175.0	0.44099		0.38662	0.0028920	0.29725	0.0020090	0.35647	0.0039520
2180.0	0.44149		0.38741	0.0027940	0.29776	0.0022340	0.35730	0.0043120
2185.0	0.44208		0.38823	0.0029300	0.29859	0.0019190	0.35871	0.0030380
2190.0	0.44240		0.38876	0.0030450	0.29910	0.0021090	0.35886	0.0033630
2195.0	0.44260		0.38915	0.0030110	0.30007	0.0023400	0.35886	0.0032730
2200.0	0.44345		0.38987	0.0027000	0.30072	0.0025720	0.35954	0.0032280
2205.0	0.44327		0.39047	0.0030310	0.30145	0.0025450	0.36084	0.0037820
2210.0	0.44496		0.39151	0.0032720	0.30201	0.0026200	0.36108	0.0035520
2215.0	0.44529		0.39141	0.0032540	0.30307	0.0024130	0.36193	0.0027410
2220.0	0.44607		0.39243	0.0036490	0.30363	0.0025830	0.36194	0.0028590
2225.0	0.44679		0.39377	0.0031890	0.30439	0.0022170	0.36295	0.0038400
2230.0	0.44659		0.39360	0.0034640	0.30531	0.0023100	0.36317	0.0039600
2235.0	0.44708		0.39415	0.0032400	0.30603	0.0024330	0.36380	0.0025260
2240.0	0.44834		0.39492	0.0032980	0.30667	0.0024480	0.36373	0.0026150
2245.0	0.44847		0.39526	0.0032350	0.30755	0.0022030	0.36474	0.0026240
2250.0	0.44995		0.39624	0.0031540	0.30818	0.0027300	0.36515	0.0026080
2255.0	0.44993		0.39676	0.0030100	0.30892	0.0022060	0.36706	0.0042180
2260.0	0.45056		0.39765	0.0032280	0.30990	0.0023800	0.36715	0.0042690
2265.0	0.45055		0.39820	0.0037860	0.31064	0.0021860	0.36796	0.0026100
2270.0	0.45193		0.39933	0.0032140	0.31084	0.0020510	0.36801	0.0027320
2275.0	0.45338		0.39962	0.0034380	0.31163	0.0026530	0.36917	0.0040930
2280.0	0.45276		0.40069	0.0033490	0.31221	0.0023520	0.36985	0.0036050
2285.0	0.45371		0.40151	0.0030880	0.31283	0.0025430	0.37038	0.0034610
2290.0	0.45395		0.40246	0.0039380	0.31349	0.0020260	0.37155	0.0033600
2295.0	0.45579		0.40360	0.0032910	0.31457	0.0021830	0.37230	0.0035670
2300.0	0.45639		0.40503	0.0030820	0.31525	0.0024810	0.37356	0.0033300
2305.0	0.45705		0.40513	0.0035940	0.31600	0.0021410	0.37363	0.0039390
2310.0	0.45665		0.40482	0.0038390	0.31652	0.0022400	0.37429	0.0036690
2315.0	0.45657		0.40547	0.0036480	0.31679	0.0025420	0.37391	0.0033560
2320.0	0.45604		0.40603	0.0033210	0.31709	0.0021760	0.37435	0.0033050
2325.0	0.45658		0.40583	0.0035530	0.31758	0.0022240	0.37431	0.0026420
2330.0	0.45775		0.40695	0.0037080	0.31803	0.0022370	0.37453	0.0029330
2335.0	0.45796		0.40703	0.0040390	0.31857	0.0021750	0.37494	0.0034710
2340.0	0.45825		0.40751	0.0042690	0.31935	0.0022850	0.37591	0.0032410
2345.0	0.45856		0.40862	0.0040450	0.32014	0.0023110	0.37677	0.0033400
2350.0	0.45861		0.40889	0.0043840	0.32086	0.0023910	0.37669	0.0032090
2355.0	0.45879		0.40865	0.0033250	0.32167	0.0024860	0.37727	0.0026200
2360.0	0.45964		0.40922	0.0042710	0.32218	0.0021740	0.37710	0.0030330
2365.0	0.45856		0.41013	0.0039940	0.32266	0.0023980	0.37730	0.0031750
2370.0	0.45967		0.41093	0.0041940	0.32281	0.0026450	0.37725	0.0031860
2375.0	0.45970		0.41081	0.0044250	0.32336	0.0024110	0.37864	0.0029880
2380.0	0.46043		0.41167	0.0046570	0.32381	0.0024070	0.37825	0.0034770
2385.0	0.46105		0.41171	0.0044010	0.32489	0.0024060	0.37948	0.0026890
2390.0	0.46108		0.41272	0.0051480	0.32562	0.0026590	0.37971	0.0026210
2395.0	0.46183		0.41312	0.0043270	0.32658	0.0029570	0.38064	0.0037870
2400.0	0.46226	0.0087100	0.41464	0.0045880	0.32730	0.0022710	0.38121	0.0036310
2405.0	0.46244	0.0088200	0.41511	0.0049910	0.32785	0.0027330	0.38145	0.0029970
2410.0	0.46374	0.0087170	0.41515	0.0043590	0.32815	0.0025910	0.38211	0.0027130
2415.0	0.46389	0.017381	0.41573	0.0046150	0.32902	0.0023080	0.38234	0.0040100
2420.0	0.46438	0.017500	0.41618	0.0046360	0.32949	0.0024330	0.38305	0.0036490
2425.0	0.46454	0.017868	0.41596	0.0047470	0.33013	0.0028600	0.38378	0.0033640
2430.0	0.46510	0.017100	0.41674	0.0053710	0.33105	0.0024050	0.38383	0.0032330
2435.0	0.46532	0.017393	0.41820	0.0048950	0.33183	0.0028170	0.38396	0.0038890
2440.0	0.46525	0.017646	0.41704	0.0042720	0.33235	0.0024950	0.38428	0.0031470
2445.0	0.46524	0.017456	0.41919	0.0040610	0.33309	0.0026060	0.38486	0.0038540
2450.0	0.46554	0.017161	0.41947	0.0044280	0.33368	0.0024640	0.38592	0.0037210
2455.0	0.46541	0.016880	0.42020	0.0039740	0.33409	0.0021040	0.38607	0.0048110
2460.0	0.46530	0.017169	0.42083	0.0044430	0.33451	0.0023050	0.38612	0.0048460
2465.0	0.46534	0.017128	0.42196	0.0042510	0.33511	0.0022900	0.38656	0.0034360
2470.0	0.46543	0.017492	0.42230	0.0042650	0.33585	0.0021270	0.38718	0.0029650
2475.0	0.46529	0.017181	0.42228	0.0046940	0.33661	0.0023220	0.38685	0.0051820
2480.0	0.46537	0.017369	0.42312	0.0046620	0.33750	0.0022770	0.38769	0.0050170
2485.0	0.46539	0.017186	0.42413	0.0046740	0.33849	0.0023370	0.38751	0.0036160
2490.0	0.46566	0.017394	0.42462	0.0042350	0.33926	0.0022310	0.38830	0.0035450
2495.0	0.46532	0.017304	0.42595	0.0045320	0.34019	0.0023360	0.38827	0.0041330
2500.0	0.46567	0.017732	0.42641	0.0041420	0.34076	0.0022230	0.38958	0.0040210
2505.0	0.46519	0.017362	0.42765	0.0042260	0.34111	0.0023370	0.38953	0.0037470
2510.0	0.46587	0.017205	0.42796	0.0043100	0.34135	0.0022940	0.39043	0.0040100
2515.0	0.46551	0.017382	0.42867	0.0041240	0.34185	0.0027620	0.38961	0.0029170
2520.0	0.46572	0.017622	0.42938	0.0048510	0.34218	0.0024510	0.39042	0.0029550
2525.0	0.46516	0.017383	0.43049	0.0042190	0.34282	0.0023230	0.39149	0.0043540
2530.0	0.46632	0.017118	0.43081	0.0049460	0.34365	0.0022380	0.39208	0.0041050
2535.0	0.46492	0.017104	0.43282	0.0045400	0.34455	0.0030560	0.39175	0.0033400
2540.0	0.46580	0.017531	0.43354	0.0040000	0.34476	0.0026680	0.39418	0.0033110
2545.0	0.46798	0.017620	0.43270	0.0045060	0.34450	0.0034870	0.39436	0.0048520
2550.0	0.46657	0.017486	0.43506	0.0047930	0.34568	0.0032570	0.39600	0.0044170
2555.0	0.46635	0.017362	0.43602	0.0052960	0.34575	0.0030920	0.39481	0.0038920
2560.0	0.46770	0.016696	0.43497	0.0043810	0.34547	0.0032640	0.39601	0.0035520
2565.0	0.46900	0.018609	0.43588	0.0061480	0.34652	0.0050210	0.39412	0.0066810
2570.0	0.46885	0.018077	0.43679	0.0050110	0.34725	0.0038470	0.39675	0.0052530
2575.0	0.46888	0.017726	0.43724	0.0053870	0.34742	0.0042030	0.39715	0.0059170
2580.0	0.46820	0.017874	0.43594	0.0048920	0.34741	0.0040760	0.39898	0.0058110
2585.0	0.46746	0.016948	0.44043	0.0063190	0.34976	0.0052320	0.39688	0.0056450
2590.0	0.46860	0.018985	0.43696	0.0062050	0.34837	0.0057380	0.39999	0.0061270
2595.0	0.46860	0.016742	0.43437	0.0064580	0.34771	0.0057100	0.39761	0.0062730
2600.0	0.46880	0.019507	0.43360	0.0066260	0.34645	0.0050710	0.40173	0.0061800
