300.00	0.038588	0.18951	0.035750	0.18976	0.036902	0.18970	0.037350	0.0042880
305.00	0.038892	0.12455	0.036494	0.12481	0.037650	0.12489	0.037675	0.0044570
310.00	0.039198	0.091819	0.037239	0.091503	0.038401	0.091864	0.037775	0.0049490
315.00	0.040136	0.070648	0.038169	0.070288	0.039058	0.070324	0.037769	0.0055300
320.00	0.040268	0.055522	0.037955	0.055485	0.039140	0.055505	0.038815	0.0038740
325.00	0.040470	0.045029	0.037899	0.045082	0.039282	0.045018	0.040105	0.0023430
330.00	0.040902	0.037053	0.037976	0.037132	0.039252	0.037096	0.040589	0.0018150
335.00	0.041442	0.031080	0.038137	0.031117	0.039528	0.031099	0.040628	0.0018070
340.00	0.041981	0.025971	0.038650	0.026024	0.039944	0.026003	0.041086	0.0017720
345.00	0.042581	0.021650	0.039220	0.021712	0.040405	0.021716	0.041471	0.0019220
350.00	0.043144	0.017799	0.039728	0.017816	0.040817	0.017809	0.041875	0.0020450
355.00	0.043791	0.014690	0.040172	0.014695	0.041342	0.014685	0.042299	0.0021370
360.00	0.044293	0.012271	0.040473	0.012282	0.041602	0.012295	0.042998	0.0018540
365.00	0.044746	0.010267	0.040769	0.010304	0.041890	0.010321	0.043122	0.0021990
370.00	0.045277	0.0088260	0.041062	0.0088050	0.042277	0.0088130	0.043618	0.0020770
375.00	0.045851	0.0079350	0.041402	0.0078960	0.042672	0.0079030	0.044241	0.0017830
380.00	0.046557	0.0074460	0.041905	0.0073840	0.043156	0.0074210	0.044741	0.0019390
385.00	0.047361	0.0075670	0.042474	0.0074970	0.043727	0.0075260	0.045401	0.0019910
390.00	0.048315	0.0051010	0.043142	0.0050860	0.044349	0.0051340	0.046030	0.0021370
395.00	0.049171	0.0037300	0.043794	0.0036820	0.044933	0.0037020	0.046534	0.0024110
400.00	0.050076	0.0028290	0.044442	0.0028510	0.045534	0.0029080	0.047595	0.0019770
405.00	0.050792	0.0022260	0.044921	0.0022280	0.046001	0.0022770	0.048122	0.0020700
410.00	0.051486	0.0026030	0.045367	0.0025610	0.046462	0.0025880	0.048609	0.0021590
415.00	0.052037	0.0021110	0.045696	0.0021390	0.046870	0.0021800	0.049055	0.0022090
420.00	0.052643	0.0018620	0.046036	0.0018210	0.047261	0.0019040	0.049485	0.0023470
425.00	0.053209	0.0016760	0.046339	0.0016550	0.047624	0.0017180	0.050028	0.0022480
430.00	0.053854	0.0015070	0.046725	0.0014830	0.048037	0.0015440	0.050477	0.0024160
435.00	0.054535	0.0013930	0.047142	0.0013750	0.048410	0.0014380	0.051010	0.0024290
440.00	0.055214	0.0012760	0.047590	0.0012570	0.048775	0.0013440	0.051459	0.0025700
445.00	0.055863	0.0012200	0.048009	0.0011910	0.049108	0.0012770	0.051971	0.0026090
450.00	0.056646	0.0011510	0.048554	0.0011360	0.049519	0.0012190	0.052481	0.0027440
455.00	0.057306	0.0010690	0.049009	0.0010300	0.049850	0.0010900	0.052946	0.0028180
460.00	0.057965	0.0010170	0.049445	0.0010030	0.050200	0.0010950	0.053440	0.0028760
465.00	0.058605	0.00099700	0.049849	0.00095800	0.050570	0.0010470	0.053916	0.0029640
