Wavelength	14141 <10	sd	14141 10-20	sd	14141 20-45	sd	14141 <45	sd
735.00	0.32574	0.0042450	0.25581	0.0021890	0.20062	0.0022500	0.26020	0.0019090
740.00	0.32722	0.0042100	0.25682	0.0022980	0.19945	0.0023740	0.26050	0.0018200
745.00	0.32797	0.0042660	0.25769	0.0022220	0.20096	0.0023150	0.26197	0.0020360
750.00	0.32944	0.0044760	0.25899	0.0023830	0.20087	0.0024280	0.26232	0.0020720
755.00	0.32993	0.0044200	0.25924	0.0024430	0.20218	0.0025170	0.26318	0.0022140
760.00	0.33069	0.0044120	0.26017	0.0024190	0.20099	0.0027420	0.26359	0.0022030
765.00	0.33203	0.0044540	0.26062	0.0023710	0.20170	0.0024470	0.26376	0.0022710
770.00	0.33245	0.0044640	0.26110	0.0023800	0.20016	0.0025320	0.26472	0.0023020
775.00	0.33391	0.0044260	0.26171	0.0025550	0.19995	0.0019920	0.26484	0.0021820
780.00	0.33431	0.0044670	0.26185	0.0025220	0.19935	0.0020120	0.26562	0.0021850
785.00	0.33537	0.0046150	0.26204	0.0026800	0.19918	0.0020220	0.26580	0.0020840
790.00	0.33580	0.0046620	0.26169	0.0025490	0.19860	0.0019420	0.26593	0.0021350
795.00	0.33655	0.0046510	0.26168	0.0024100	0.19797	0.0020130	0.26550	0.0024410
800.00	0.33694	0.0046780	0.26102	0.0025330	0.19658	0.0022660	0.26535	0.0024660
805.00	0.33778	0.0048170	0.26058	0.0023460	0.19604	0.0018620	0.26509	0.0027240
810.00	0.33891	0.0047380	0.26005	0.0023250	0.19377	0.0019780	0.26402	0.0027060
815.00	0.33834	0.0046930	0.25919	0.0023500	0.19236	0.0021570	0.26396	0.0024010
820.00	0.33986	0.0047880	0.25901	0.0023060	0.19071	0.0018360	0.26257	0.0022810
825.00	0.33919	0.0048610	0.25784	0.0023240	0.18984	0.0018960	0.26286	0.0025880
830.00	0.34070	0.0048630	0.25738	0.0023510	0.18717	0.0020440	0.26097	0.0026430
835.00	0.34017	0.0049600	0.25650	0.0023320	0.18581	0.0019040	0.26041	0.0024120
840.00	0.34000	0.0050110	0.25534	0.0023600	0.18402	0.0018870	0.25941	0.0024330
845.00	0.34067	0.0051650	0.25438	0.0023340	0.18185	0.0019410	0.25788	0.0025730
850.00	0.33997	0.0045740	0.25369	0.0025640	0.17985	0.0023340	0.25735	0.0025710
855.00	0.33938	0.0044580	0.25181	0.0027070	0.17748	0.0021520	0.25560	0.0024790
860.00	0.33914	0.0043920	0.25078	0.0024230	0.17531	0.0020230	0.25496	0.0027410
865.00	0.33852	0.0045570	0.24911	0.0025100	0.17330	0.0019510	0.25294	0.0027440
870.00	0.33757	0.0043950	0.24762	0.0026670	0.17064	0.0020080	0.25145	0.0025730
875.00	0.33731	0.0037820	0.24611	0.0024960	0.16832	0.0022480	0.25023	0.0019380
880.00	0.33706	0.0040410	0.24430	0.0019720	0.16545	0.0020020	0.24866	0.0020540
885.00	0.33673	0.0038600	0.24311	0.0020570	0.16412	0.0020600	0.24815	0.0021970
890.00	0.33617	0.0035930	0.24150	0.0018830	0.16196	0.0018060	0.24652	0.0022920
895.00	0.33522	0.0038960	0.24089	0.0019680	0.16098	0.0017240	0.24598	0.0018400
900.00	0.33568	0.0034900	0.23925	0.0020020	0.15977	0.0018720	0.24437	0.0018500
905.00	0.33590	0.0036440	0.23827	0.0021680	0.15856	0.0021440	0.24409	0.0021400
910.00	0.33477	0.0039650	0.23806	0.0021700	0.15769	0.0021910	0.24367	0.0021220
915.00	0.33463	0.0036280	0.23723	0.0019500	0.15689	0.0022430	0.24335	0.0025500
920.00	0.33468	0.0037430	0.23667	0.0020070	0.15596	0.0022070	0.24227	0.0025690
925.00	0.33466	0.0035780	0.23589	0.0020590	0.15578	0.0019750	0.24246	0.0017630
930.00	0.33474	0.0034500	0.23644	0.0018590	0.15526	0.0017740	0.24212	0.0016660
935.00	0.33535	0.0034330	0.23644	0.0018750	0.15569	0.0020570	0.24245	0.0021790
940.00	0.33653	0.0034570	0.23713	0.0016960	0.15613	0.0019770	0.24254	0.0023230
945.00	0.33656	0.0035580	0.23767	0.0018660	0.15633	0.0018800	0.24344	0.0020930
950.00	0.33730	0.0036860	0.23848	0.0018360	0.15651	0.0016220	0.24413	0.0018700
955.00	0.33764	0.0039100	0.23941	0.0015630	0.15708	0.0015580	0.24500	0.0021310
960.00	0.33914	0.0033700	0.24041	0.0015210	0.15855	0.0017360	0.24649	0.0017940
965.00	0.34028	0.0035400	0.24161	0.0015250	0.15994	0.0014920	0.24743	0.0019970
970.00	0.34082	0.0034220	0.24331	0.0015040	0.16110	0.0015130	0.24879	0.0019640
975.00	0.34249	0.0034390	0.24566	0.0016490	0.16314	0.0016600	0.25065	0.0020390
980.00	0.34334	0.0037140	0.24741	0.0018150	0.16504	0.0018240	0.25207	0.0022740
985.00	0.34511	0.0034640	0.24987	0.0016850	0.16665	0.0016690	0.25413	0.0019200
990.00	0.34594	0.0038650	0.25185	0.0017400	0.16895	0.0015630	0.25594	0.0018450
995.00	0.34751	0.0034020	0.25401	0.0018590	0.17102	0.0014590	0.25769	0.0025050
1000.0	0.34891	0.0036750	0.25594	0.0017610	0.17263	0.0017030	0.25961	0.0024760
1005.0	0.35069	0.0039340	0.25861	0.0018420	0.17435	0.0016520	0.26193	0.0023280
1010.0	0.35149	0.0036760	0.26117	0.0017480	0.17706	0.0018630	0.26373	0.0026000
1015.0	0.35312	0.0040490	0.26328	0.0018030	0.17875	0.0025170	0.26586	0.0021740
1020.0	0.35478	0.0038830	0.26547	0.0020570	0.18128	0.0020380	0.26790	0.0022620
1025.0	0.35583	0.0039360	0.26787	0.0020340	0.18461	0.0020290	0.27012	0.0027900
1030.0	0.35703	0.0039670	0.27051	0.0019010	0.18746	0.0019820	0.27223	0.0027500
1035.0	0.35809	0.0040440	0.27264	0.0021000	0.18965	0.0020300	0.27420	0.0025130
1040.0	0.35931	0.0040000	0.27429	0.0020800	0.19219	0.0023710	0.27584	0.0025480
1045.0	0.36022	0.0036230	0.27638	0.0019080	0.19422	0.0021140	0.27762	0.0027500
1050.0	0.36166	0.0037110	0.27825	0.0021180	0.19709	0.0021230	0.27932	0.0028290
1055.0	0.36274	0.0038130	0.28024	0.0020550	0.19928	0.0019340	0.28133	0.0023170
1060.0	0.36429	0.0036440	0.28208	0.0022440	0.20228	0.0021730	0.28314	0.0025110
1065.0	0.36475	0.0038450	0.28397	0.0022940	0.20284	0.0021210	0.28497	0.0024620
1070.0	0.36553	0.0038930	0.28535	0.0021810	0.20472	0.0020560	0.28640	0.0026690
1075.0	0.36671	0.0035980	0.28693	0.0022950	0.20778	0.0020040	0.28812	0.0026870
1080.0	0.36741	0.0041210	0.28852	0.0023270	0.20944	0.0023660	0.28914	0.0024270
1085.0	0.36858	0.0040400	0.28987	0.0024190	0.21130	0.0024900	0.29088	0.0025650
1090.0	0.36942	0.0038910	0.29138	0.0023490	0.21299	0.0025440	0.29226	0.0023680
1095.0	0.37014	0.0038390	0.29226	0.0021970	0.21397	0.0026660	0.29312	0.0028420
1100.0	0.37116	0.0039890	0.29419	0.0021570	0.21529	0.0023790	0.29498	0.0026830
1105.0	0.37244	0.0039840	0.29501	0.0022720	0.21702	0.0025390	0.29565	0.0027110
1110.0	0.37300	0.0038530	0.29565	0.0024430	0.21857	0.0024320	0.29692	0.0027070
1115.0	0.37344	0.0036580	0.29741	0.0022410	0.21965	0.0027830	0.29783	0.0022520
1120.0	0.37428	0.0035800	0.29844	0.0024100	0.22141	0.0027380	0.29906	0.0024070
1125.0	0.37565	0.0040610	0.29928	0.0023290	0.22311	0.0021840	0.29988	0.0031800
1130.0	0.37628	0.0040750	0.30042	0.0023340	0.22407	0.0025260	0.30081	0.0031310
1135.0	0.37579	0.0034910	0.30095	0.0024490	0.22397	0.0024790	0.30133	0.0025010
1140.0	0.37698	0.0040030	0.30181	0.0023770	0.22580	0.0026130	0.30250	0.0025670
1145.0	0.37748	0.0040490	0.30292	0.0022380	0.22674	0.0023830	0.30325	0.0029490
1150.0	0.37846	0.0043690	0.30348	0.0019790	0.22819	0.0025170	0.30400	0.0028520
1155.0	0.38002	0.0042170	0.30441	0.0022540	0.22918	0.0025140	0.30475	0.0025200
1160.0	0.38019	0.0038970	0.30488	0.0020920	0.22963	0.0024020	0.30551	0.0022560
1165.0	0.38112	0.0038160	0.30562	0.0021210	0.23046	0.0022900	0.30562	0.0027080
1170.0	0.38116	0.0043320	0.30636	0.0020050	0.23121	0.0028900	0.30675	0.0026180
1175.0	0.38139	0.0040300	0.30753	0.0019900	0.23217	0.0025380	0.30745	0.0025570
1180.0	0.38258	0.0040580	0.30757	0.0022480	0.23295	0.0025020	0.30796	0.0024500
1185.0	0.38287	0.0041090	0.30839	0.0020390	0.23373	0.0026360	0.30859	0.0022640
1190.0	0.38389	0.0040810	0.30890	0.0018540	0.23458	0.0028680	0.30875	0.0025420
1195.0	0.38401	0.0038970	0.30994	0.0018900	0.23527	0.0029310	0.30963	0.0027040
1200.0	0.38439	0.0040000	0.31035	0.0018660	0.23576	0.0026020	0.31020	0.0025160
1205.0	0.38463	0.0042130	0.31122	0.0017330	0.23665	0.0027110	0.31104	0.0026830
1210.0	0.38516	0.0040680	0.31234	0.0019310	0.23736	0.0027990	0.31184	0.0026140
1215.0	0.38563	0.0039610	0.31290	0.0020370	0.23792	0.0029170	0.31206	0.0026470
1220.0	0.38669	0.0042650	0.31356	0.0020380	0.23858	0.0029690	0.31284	0.0030420
1225.0	0.38671	0.0042760	0.31416	0.0020790	0.23938	0.0027480	0.31326	0.0027680
1230.0	0.38715	0.0038470	0.31531	0.0020450	0.23973	0.0030430	0.31382	0.0031680
1235.0	0.38757	0.0040230	0.31577	0.0020220	0.24006	0.0029670	0.31429	0.0025950
1240.0	0.38819	0.0038560	0.31625	0.0021250	0.24056	0.0029640	0.31432	0.0025450
1245.0	0.38846	0.0039120	0.31748	0.0020750	0.24092	0.0033560	0.31519	0.0025810
1250.0	0.38942	0.0040660	0.31755	0.0019710	0.24135	0.0031640	0.31572	0.0030050
1255.0	0.39001	0.0040720	0.31923	0.0019600	0.24167	0.0034550	0.31640	0.0028420
1260.0	0.39014	0.0039890	0.31978	0.0020840	0.24208	0.0033480	0.31714	0.0027760
1265.0	0.39150	0.0043710	0.32028	0.0021590	0.24232	0.0035230	0.31787	0.0027080
1270.0	0.39245	0.0040210	0.32120	0.0022350	0.24279	0.0036100	0.31876	0.0027980
1275.0	0.39293	0.0042060	0.32192	0.0022130	0.24327	0.0030840	0.31920	0.0029190
1280.0	0.39324	0.0039850	0.32216	0.0021140	0.24393	0.0034500	0.31958	0.0030040
1285.0	0.39476	0.0041600	0.32321	0.0022250	0.24481	0.0033170	0.32021	0.0031860
1290.0	0.39549	0.0040710	0.32412	0.0023330	0.24578	0.0034270	0.32109	0.0031590
1295.0	0.39635	0.0040500	0.32462	0.0022990	0.24675	0.0034960	0.32140	0.0027360
1300.0	0.39690	0.0040060	0.32487	0.0021090	0.24767	0.0033800	0.32225	0.0029430
1305.0	0.39823	0.0041000	0.32634	0.0025220	0.24851	0.0039390	0.32277	0.0034660
1310.0	0.39878	0.0044440	0.32687	0.0024560	0.24922	0.0036560	0.32345	0.0033200
1315.0	0.39969	0.0039450	0.32736	0.0023510	0.25026	0.0033530	0.32428	0.0025100
1320.0	0.40038	0.0040660	0.32825	0.0022650	0.25132	0.0029820	0.32493	0.0026470
1325.0	0.40095	0.0038780	0.32907	0.0026100	0.25224	0.0036740	0.32579	0.0032170
1330.0	0.40147	0.0040780	0.32926	0.0026130	0.25295	0.0040050	0.32680	0.0030580
1335.0	0.40203	0.0040960	0.33056	0.0023440	0.25385	0.0030310	0.32720	0.0026360
1340.0	0.40251	0.0043980	0.33128	0.0021460	0.25447	0.0033010	0.32830	0.0028680
1345.0	0.40271	0.0040000	0.33186	0.0022260	0.25453	0.0033260	0.32832	0.0030620
1350.0	0.40321	0.0040750	0.33246	0.0022880	0.25494	0.0035010	0.32915	0.0032980
1355.0	0.40374	0.0041250	0.33200	0.0022980	0.25617	0.0033650	0.33025	0.0032850
1360.0	0.40473	0.0041270	0.33307	0.0020490	0.25713	0.0037660	0.33006	0.0031320
1365.0	0.40631	0.0041610	0.33449	0.0018430	0.25828	0.0036100	0.33087	0.0027920
1370.0	0.40696	0.0040790	0.33481	0.0022500	0.25903	0.0033850	0.33140	0.0029240
1375.0	0.40848	0.0042330	0.33573	0.0019550	0.26058	0.0034280	0.33239	0.0031160
1380.0	0.40893	0.0042990	0.33663	0.0022330	0.26136	0.0032350	0.33354	0.0033620
1385.0	0.40949	0.0045530	0.33845	0.0021740	0.26208	0.0035210	0.33378	0.0030080
1390.0	0.40996	0.0049400	0.33849	0.0020140	0.26231	0.0033920	0.33480	0.0026950
1395.0	0.41085	0.0045860	0.33956	0.0020030	0.26308	0.0037120	0.33586	0.0035500
1400.0	0.41035	0.0042540	0.34020	0.0018530	0.26330	0.0036770	0.33696	0.0034730
1405.0	0.41119	0.0039810	0.34110	0.0017480	0.26374	0.0032610	0.33710	0.0029390
1410.0	0.41175	0.0042410	0.34232	0.0022130	0.26463	0.0033960	0.33805	0.0028490
1415.0	0.41256	0.0044290	0.34213	0.0019340	0.26580	0.0037590	0.33818	0.0033050
1420.0	0.41379	0.0042060	0.34316	0.0017960	0.26696	0.0035100	0.33901	0.0030590
1425.0	0.41432	0.0043470	0.34439	0.0021250	0.26771	0.0037750	0.33983	0.0027820
1430.0	0.41524	0.0044530	0.34552	0.0019900	0.26842	0.0034390	0.34004	0.0030440
1435.0	0.41588	0.0042120	0.34639	0.0020110	0.26899	0.0032770	0.34071	0.0030980
1440.0	0.41638	0.0043460	0.34741	0.0019160	0.26924	0.0040350	0.34089	0.0031300
1445.0	0.41666	0.0041080	0.34795	0.0018900	0.26957	0.0041430	0.34221	0.0031240
1450.0	0.41762	0.0046150	0.34861	0.0021250	0.26949	0.0042580	0.34253	0.0033030
1455.0	0.41864	0.0040980	0.34976	0.0020590	0.26986	0.0039270	0.34310	0.0030280
1460.0	0.41871	0.0043370	0.34967	0.0022950	0.27025	0.0036100	0.34326	0.0030070
1465.0	0.41890	0.0046450	0.34992	0.0019490	0.27094	0.0038580	0.34396	0.0029250
1470.0	0.41958	0.0045550	0.35060	0.0020340	0.27133	0.0033450	0.34480	0.0026160
1475.0	0.42062	0.0046350	0.35080	0.0024420	0.27188	0.0036340	0.34531	0.0027350
1480.0	0.42057	0.0041650	0.35163	0.0022820	0.27240	0.0042770	0.34554	0.0027480
1485.0	0.42151	0.0043490	0.35227	0.0023900	0.27290	0.0038370	0.34622	0.0028870
1490.0	0.42248	0.0046760	0.35311	0.0022580	0.27305	0.0045510	0.34617	0.0030320
1495.0	0.42174	0.0046770	0.35302	0.0023150	0.27330	0.0042260	0.34690	0.0028150
1500.0	0.42257	0.0045040	0.35324	0.0024260	0.27360	0.0042730	0.34666	0.0027880
1505.0	0.42304	0.0042740	0.35380	0.0024940	0.27356	0.0038800	0.34825	0.0029830
1510.0	0.42423	0.0046660	0.35462	0.0024820	0.27359	0.0035530	0.34794	0.0032820
1515.0	0.42393	0.0042490	0.35417	0.0023820	0.27368	0.0037930	0.34791	0.0028200
1520.0	0.42436	0.0041940	0.35458	0.0024510	0.27386	0.0035000	0.34880	0.0025800
1525.0	0.42519	0.0042380	0.35510	0.0023370	0.27388	0.0035280	0.34859	0.0029710
1530.0	0.42504	0.0046370	0.35521	0.0024410	0.27395	0.0036470	0.34903	0.0030480
1535.0	0.42574	0.0046180	0.35589	0.0024480	0.27402	0.0035970	0.34940	0.0028670
1540.0	0.42579	0.0044740	0.35600	0.0023930	0.27405	0.0035810	0.34949	0.0027730
1545.0	0.42647	0.0046580	0.35561	0.0020140	0.27411	0.0031980	0.34987	0.0026350
1550.0	0.42652	0.0044670	0.35605	0.0021050	0.27427	0.0032410	0.35036	0.0028360
1555.0	0.42691	0.0047880	0.35637	0.0024020	0.27457	0.0037960	0.35012	0.0025070
1560.0	0.42858	0.0043850	0.35744	0.0018820	0.27455	0.0038200	0.35052	0.0029490
1565.0	0.42878	0.0042860	0.35733	0.0019790	0.27480	0.0037820	0.35035	0.0033090
1570.0	0.42856	0.0044020	0.35747	0.0018490	0.27495	0.0033280	0.35071	0.0031410
1575.0	0.42913	0.0046370	0.35778	0.0018770	0.27503	0.0043340	0.35110	0.0033830
1580.0	0.42916	0.0050580	0.35792	0.0019960	0.27510	0.0042990	0.35136	0.0029420
1585.0	0.42920	0.0049680	0.35830	0.0019170	0.27536	0.0035730	0.35118	0.0029180
1590.0	0.42950	0.0046870	0.35839	0.0020280	0.27531	0.0034570	0.35160	0.0030780
1595.0	0.43006	0.0046320	0.35906	0.0020980	0.27537	0.0035200	0.35170	0.0033790
1600.0	0.43036	0.0047340	0.35964	0.0019720	0.27545	0.0035610	0.35181	0.0034270
1605.0	0.43062	0.0043320	0.35983	0.0019070	0.27534	0.0044520	0.35183	0.0032570
1610.0	0.43093	0.0045140	0.35996	0.0018560	0.27520	0.0034260	0.35217	0.0031700
1615.0	0.43111	0.0045690	0.35978	0.0021260	0.27523	0.0032790	0.35137	0.0028680
1620.0	0.43180	0.0047120	0.36073	0.0020720	0.27523	0.0035620	0.35205	0.0030170
1625.0	0.43166	0.0045480	0.36053	0.0019950	0.27503	0.0042280	0.35256	0.0033270
1630.0	0.43153	0.0052060	0.36035	0.0022270	0.27483	0.0039410	0.35165	0.0033980
1635.0	0.43226	0.0047630	0.36071	0.0023270	0.27489	0.0035020	0.35194	0.0029470
1640.0	0.43244	0.0043770	0.36051	0.0023450	0.27487	0.0037520	0.35214	0.0030130
1645.0	0.43287	0.0045940	0.36113	0.0025820	0.27458	0.0044550	0.35282	0.0030990
1650.0	0.43178	0.0050610	0.36054	0.0023190	0.27451	0.0029880	0.35332	0.0034160
1655.0	0.43268	0.0050140	0.36071	0.0023660	0.27429	0.0028030	0.35249	0.0032760
1660.0	0.43299	0.0052850	0.36148	0.0024320	0.27411	0.0030700	0.35271	0.0031030
1665.0	0.43348	0.0046790	0.36166	0.0025560	0.27402	0.0029910	0.35213	0.0031490
1670.0	0.43420	0.0052490	0.36197	0.0023740	0.27407	0.0025470	0.35219	0.0034060
1675.0	0.43488	0.0057810	0.36188	0.0021790	0.27329	0.0016650	0.35119	0.0033710
1680.0	0.43546	0.0061250	0.36190	0.0020780	0.27294	0.0017090	0.35089	0.0033610
1685.0	0.43491	0.0058080	0.36171	0.0020250	0.27230	0.0017450	0.35079	0.0031540
1690.0	0.43597	0.0056010	0.36202	0.0019680	0.27150	0.0017550	0.35091	0.0030760
1695.0	0.43579	0.0055810	0.36234	0.0020290	0.27053	0.0016790	0.35132	0.0033220
1700.0	0.43695	0.0061710	0.36225	0.0021610	0.26994	0.0018670	0.35076	0.0034750
1705.0	0.43651	0.0058530	0.36250	0.0021540	0.26911	0.0023350	0.35165	0.0034540
1710.0	0.43793	0.0056000	0.36231	0.0021960	0.26848	0.0027770	0.35066	0.0031450
1715.0	0.43724	0.0057440	0.36279	0.0020750	0.26798	0.0022550	0.35097	0.0032950
1720.0	0.43778	0.0060570	0.36268	0.0019550	0.26770	0.0019180	0.35068	0.0030720
1725.0	0.43815	0.0058530	0.36232	0.0021150	0.26761	0.0028970	0.35145	0.0034230
1730.0	0.43828	0.0066890	0.36267	0.0020570	0.26753	0.0021840	0.35130	0.0032300
