Wavelength	14260<10	sd	14260 10-20	sd	14260 20-45	sd	14260 <45	sd
770.00	0.14190		0.12116		0.080488		0.11319	
775.00	0.14266		0.12223		0.080696		0.11387	
780.00	0.14390		0.12250		0.080996		0.11429	
785.00	0.14455		0.12224		0.081231		0.11475	
790.00	0.14527		0.12328		0.081257		0.11519	
795.00	0.14622		0.12370		0.081499		0.11552	
800.00	0.14687		0.12414		0.081521		0.11588	
805.00	0.14756		0.12531		0.081642		0.11642	
810.00	0.14882		0.12564		0.081615		0.11687	
815.00	0.14951		0.12607		0.081696		0.11755	
820.00	0.15021		0.12664		0.081454		0.11766	
825.00	0.15089		0.12630		0.081482		0.11787	
830.00	0.15176	0.00073600	0.12723	0.0028920	0.081448	0.0024290	0.11879	0.0025770
835.00	0.15210	0.0012240	0.12787	0.0027800	0.081265	0.0023820	0.11906	0.0024220
840.00	0.15284	0.0010140	0.12778	0.0026200	0.081175	0.0023790	0.11919	0.0024590
845.00	0.15337	0.0011500	0.12851	0.0027440	0.080977	0.0022460	0.11943	0.0023550
850.00	0.15431	0.00090000	0.12860	0.0025910	0.080845	0.0023090	0.11942	0.0022810
855.00	0.15494	0.0015630	0.12832	0.0026510	0.080852	0.0021280	0.11965	0.0020600
860.00	0.15574	0.0012410	0.12889	0.0025840	0.080642	0.0018580	0.11971	0.0023420
865.00	0.15590	0.0010280	0.12870	0.0021060	0.080459	0.0020300	0.11969	0.0020080
870.00	0.15654	0.0010490	0.12894	0.0019940	0.080267	0.0019160	0.11998	0.0022490
875.00	0.15703	0.0011310	0.12840	0.0018830	0.079816	0.0017230	0.12034	0.0020880
880.00	0.15746	0.00063200	0.12802	0.0020250	0.079580	0.0016560	0.12053	0.0020450
885.00	0.15804	0.0020210	0.12912	0.0040410	0.079128	0.0032050	0.12046	0.0040110
890.00	0.15796	0.0023290	0.12894	0.0039780	0.078951	0.0032060	0.12018	0.0037220
895.00	0.15884	0.0022000	0.12895	0.0036510	0.079121	0.0025870	0.12068	0.0034800
900.00	0.15924	0.0015840	0.12926	0.0034820	0.078792	0.0029480	0.12100	0.0031650
905.00	0.15968	0.0024340	0.12941	0.0048020	0.079099	0.0039710	0.12217	0.0045350
910.00	0.16031	0.0013730	0.12943	0.0048370	0.079007	0.0039310	0.12177	0.0048250
915.00	0.16084	0.00058800	0.13001	0.0044340	0.079107	0.0037860	0.12124	0.0044950
920.00	0.16165	0.0019670	0.13041	0.0041440	0.079174	0.0040300	0.12095	0.0051780
925.00	0.16173	0.0023380	0.13020	0.0043450	0.079289	0.0035250	0.12250	0.0041890
930.00	0.16302	0.0016210	0.13132	0.0041300	0.079435	0.0038090	0.12214	0.0042330
935.00	0.16342	0.0018040	0.13134	0.0040840	0.079474	0.0036150	0.12292	0.0042760
940.00	0.16423	0.0022450	0.13173	0.0038540	0.079864	0.0034190	0.12380	0.0038760
945.00	0.16492	0.0021440	0.13267	0.0040300	0.079835	0.0033320	0.12426	0.0035970
950.00	0.16486	0.0022460	0.13300	0.0038910	0.079869	0.0034500	0.12414	0.0037560
955.00	0.16559	0.0022850	0.13396	0.0033090	0.080649	0.0032240	0.12447	0.0040380
960.00	0.16634	0.0022600	0.13417	0.0041200	0.081112	0.0031890	0.12568	0.0038510
965.00	0.16729	0.0029530	0.13484	0.0035850	0.081086	0.0030430	0.12663	0.0035200
970.00	0.16815	0.0017020	0.13599	0.0037950	0.081518	0.0030840	0.12668	0.0037210
975.00	0.16888	0.0031510	0.13649	0.0037030	0.082208	0.0031890	0.12774	0.0041530
980.00	0.16924	0.0027750	0.13736	0.0040210	0.082899	0.0030060	0.12804	0.0037390
985.00	0.17016	0.0024940	0.13788	0.0037590	0.083256	0.0029920	0.12933	0.0037430
990.00	0.17084	0.0025430	0.13853	0.0037470	0.084026	0.0033070	0.12928	0.0035100
995.00	0.17145	0.0027140	0.13921	0.0041180	0.084268	0.0028560	0.13019	0.0035520
1000.0	0.17214	0.0032420	0.14002	0.0039170	0.084923	0.0030680	0.13208	0.0029680
1005.0	0.17310	0.0027540	0.14144	0.0044760	0.085641	0.0037850	0.13195	0.0055590
1010.0	0.17436	0.0021620	0.14270	0.0046510	0.086329	0.0038760	0.13234	0.0044130
1015.0	0.17607	0.0020630	0.14323	0.0043260	0.087564	0.0039140	0.13301	0.0043350
1020.0	0.17614	0.0026470	0.14484	0.0040940	0.088020	0.0033050	0.13418	0.0041380
1025.0	0.17676	0.0023130	0.14516	0.0045450	0.088662	0.0034980	0.13513	0.0043810
1030.0	0.17757	0.0029870	0.14534	0.0040280	0.089495	0.0040210	0.13663	0.0042180
1035.0	0.17888	0.0023730	0.14602	0.0042870	0.090286	0.0042990	0.13750	0.0049320
1040.0	0.18011	0.0028880	0.14724	0.0044750	0.091158	0.0040760	0.13845	0.0048850
1045.0	0.18043	0.0023420	0.14817	0.0046290	0.092190	0.0040950	0.13924	0.0045180
1050.0	0.18166	0.0030400	0.14905	0.0048540	0.092763	0.0039500	0.13983	0.0046280
1055.0	0.18272	0.0025900	0.15013	0.0045350	0.093650	0.0040150	0.14078	0.0045770
1060.0	0.18267	0.0026180	0.15044	0.0043990	0.094433	0.0040040	0.14145	0.0046440
1065.0	0.18339	0.0025940	0.15165	0.0047910	0.094951	0.0039400	0.14220	0.0046480
1070.0	0.18435	0.0026820	0.15211	0.0043530	0.095231	0.0035960	0.14306	0.0044440
1075.0	0.18495	0.0030670	0.15241	0.0048000	0.095680	0.0036390	0.14356	0.0046240
1080.0	0.18587	0.0033900	0.15371	0.0047610	0.096096	0.0033530	0.14415	0.0042590
1085.0	0.18729	0.0030650	0.15485	0.0041250	0.096533	0.0035870	0.14481	0.0040170
1090.0	0.18834	0.0022220	0.15507	0.0047390	0.097122	0.0036370	0.14579	0.0043890
1095.0	0.18895	0.0017380	0.15611	0.0041290	0.097862	0.0035330	0.14590	0.0043970
1100.0	0.18954	0.0021280	0.15668	0.0043210	0.098766	0.0033650	0.14687	0.0046250
1105.0	0.19055	0.0021250	0.15899	0.0044660	0.099803	0.0035980	0.14755	0.0046010
1110.0	0.19191	0.0019700	0.15871	0.0043550	0.10035	0.0032320	0.14876	0.0048260
1115.0	0.19268	0.0011390	0.15972	0.0041680	0.10060	0.0035110	0.14927	0.0046550
1120.0	0.19311	0.0017450	0.16007	0.0046270	0.10126	0.0031510	0.14895	0.0048100
1125.0	0.19365	0.0018390	0.16137	0.0039220	0.10166	0.0032430	0.14985	0.0047370
1130.0	0.19499	0.0020350	0.16267	0.0052940	0.10211	0.0031910	0.15086	0.0046310
1135.0	0.19510	0.0026120	0.16331	0.0044620	0.10227	0.0033290	0.15045	0.0046830
1140.0	0.19566	0.0023770	0.16355	0.0049570	0.10322	0.0036530	0.15173	0.0046120
1145.0	0.19722	0.0030580	0.16553	0.0048870	0.10352	0.0036680	0.15340	0.0048340
1150.0	0.19767	0.0025740	0.16534	0.0042200	0.10421	0.0035110	0.15343	0.0042730
1155.0	0.19825	0.0026170	0.16635	0.0046690	0.10449	0.0035410	0.15344	0.0043530
1160.0	0.19890	0.0031590	0.16624	0.0044120	0.10487	0.0031980	0.15440	0.0045380
1165.0	0.20003	0.0028960	0.16787	0.0046830	0.10531	0.0032540	0.15528	0.0042800
1170.0	0.19999	0.0032670	0.16824	0.0043300	0.10649	0.0033200	0.15603	0.0050260
1175.0	0.20120	0.0030820	0.16934	0.0044860	0.10623	0.0030220	0.15675	0.0049490
1180.0	0.20232	0.0019710	0.17010	0.0043350	0.10721	0.0031470	0.15674	0.0053880
1185.0	0.20342	0.0018240	0.17009	0.0049380	0.10750	0.0030850	0.15644	0.0047240
1190.0	0.20452	0.0030850	0.17122	0.0053950	0.10781	0.0036980	0.15785	0.0059900
1195.0	0.20498	0.0028870	0.17179	0.0051340	0.10851	0.0039730	0.15891	0.0058490
1200.0	0.20547	0.0032860	0.17211	0.0055300	0.10830	0.0037890	0.15915	0.0053880
1205.0	0.20648	0.0039510	0.17314	0.0060740	0.10916	0.0040320	0.15977	0.0058430
1210.0	0.20708	0.0039070	0.17326	0.0064010	0.10967	0.0040530	0.16064	0.0054350
1215.0	0.20805	0.0058940	0.17395	0.0068610	0.10984	0.0041780	0.16108	0.0057170
1220.0	0.20904	0.0056480	0.17446	0.0066560	0.10978	0.0040180	0.16237	0.0055520
1225.0	0.20956	0.0054710	0.17521	0.0070540	0.11023	0.0037280	0.16294	0.0049110
1230.0	0.21035	0.0049720	0.17558	0.0074240	0.11056	0.0036800	0.16151	0.0045510
1235.0	0.21135	0.0051540	0.17669	0.0065970	0.11073	0.0043220	0.16360	0.0043430
1240.0	0.21185	0.0047740	0.17722	0.0073430	0.11170	0.0038560	0.16482	0.0039200
1245.0	0.21248	0.0048850	0.17800	0.0067700	0.11113	0.0032280	0.16485	0.0042660
1250.0	0.21338	0.0041950	0.17870	0.0064280	0.11189	0.0035370	0.16537	0.0042530
1255.0	0.21427	0.0042300	0.17966	0.0071640	0.11245	0.0031520	0.16671	0.0044330
1260.0	0.21497	0.0044280	0.18031	0.0068090	0.11310	0.0037490	0.16788	0.0039910
1265.0	0.21612	0.0043530	0.18070	0.0064820	0.11396	0.0035100	0.16776	0.0040380
1270.0	0.21685	0.0046320	0.18163	0.0064330	0.11390	0.0035510	0.16764	0.0040570
1275.0	0.21795	0.0047770	0.18229	0.0067020	0.11491	0.0034890	0.16898	0.0040300
1280.0	0.21881	0.0041660	0.18239	0.0063470	0.11589	0.0035850	0.17015	0.0038330
1285.0	0.21984	0.0045160	0.18305	0.0062020	0.11485	0.0035090	0.17134	0.0037700
1290.0	0.22021	0.0038900	0.18341	0.0063060	0.11663	0.0034650	0.17095	0.0039230
1295.0	0.22069	0.0037600	0.18539	0.0065240	0.11724	0.0030310	0.17174	0.0036730
1300.0	0.22273	0.0046350	0.18561	0.0062190	0.11740	0.0030240	0.17279	0.0040280
1305.0	0.22323	0.0036530	0.18654	0.0078050	0.11809	0.0031570	0.17308	0.0036090
1310.0	0.22457	0.0033640	0.18792	0.0069310	0.11927	0.0029540	0.17295	0.0037540
1315.0	0.22481	0.0039610	0.18876	0.0067030	0.11939	0.0033240	0.17454	0.0038760
1320.0	0.22616	0.0034320	0.18937	0.0065060	0.11987	0.0031450	0.17542	0.0037570
1325.0	0.22751	0.0034680	0.18981	0.0065450	0.12143	0.0033970	0.17577	0.0034870
1330.0	0.22762	0.0039410	0.19032	0.0068080	0.12206	0.0029640	0.17727	0.0039090
1335.0	0.23018	0.0034990	0.19097	0.0072440	0.12223	0.0032970	0.17850	0.0039510
1340.0	0.22972	0.0034250	0.19156	0.0078660	0.12253	0.0028150	0.17848	0.0035790
1345.0	0.23051	0.0040140	0.19239	0.0072350	0.12337	0.0032770	0.17959	0.0042230
1350.0	0.23059	0.0038950	0.19288	0.0068590	0.12362	0.0033180	0.18001	0.0037540
1355.0	0.23181	0.0038910	0.19383	0.0065170	0.12388	0.0032420	0.18023	0.0043000
1360.0	0.23268	0.0039360	0.19461	0.0070610	0.12441	0.0032630	0.18145	0.0042980
1365.0	0.23350	0.0041570	0.19538	0.0070500	0.12696	0.0035170	0.18211	0.0035370
1370.0	0.23413	0.0039070	0.19596	0.0067210	0.12647	0.0032030	0.18210	0.0040350
1375.0	0.23590	0.0040250	0.19722	0.0074650	0.12622	0.0031080	0.18247	0.0038940
1380.0	0.23676	0.0038340	0.19812	0.0067020	0.12677	0.0033350	0.18270	0.0037100
1385.0	0.23725	0.0051710	0.19877	0.0066440	0.12842	0.0033630	0.18546	0.0038280
1390.0	0.23794	0.0035070	0.19974	0.0072470	0.12887	0.0036080	0.18523	0.0046560
1395.0	0.23877	0.0040410	0.20059	0.0073960	0.12872	0.0034190	0.18523	0.0040300
1400.0	0.23908	0.0034730	0.20147	0.0079220	0.13039	0.0035250	0.18639	0.0038320
1405.0	0.23976	0.0035060	0.20238	0.0071680	0.12976	0.0033680	0.18713	0.0038930
1410.0	0.24105	0.0039010	0.20323	0.0067500	0.13197	0.0035360	0.18758	0.0043720
1415.0	0.24192	0.0036860	0.20378	0.0078960	0.13210	0.0039430	0.18808	0.0043780
1420.0	0.24252	0.0039020	0.20464	0.0070300	0.13294	0.0030700	0.18915	0.0046240
1425.0	0.24302	0.0038560	0.20506	0.0079040	0.13292	0.0034300	0.18989	0.0050140
1430.0	0.24437	0.0042610	0.20537	0.0073810	0.13372	0.0035220	0.18998	0.0046290
1435.0	0.24500	0.0035170	0.20644	0.0073720	0.13446	0.0032730	0.19170	0.0045330
1440.0	0.24591	0.0040400	0.20739	0.0080600	0.13476	0.0036410	0.19182	0.0032680
1445.0	0.24637	0.0036950	0.20823	0.0079690	0.13583	0.0035250	0.19249	0.0044180
1450.0	0.24810	0.0034350	0.20897	0.0067270	0.13651	0.0031470	0.19289	0.0045110
1455.0	0.24829	0.0033380	0.20973	0.0077480	0.13563	0.0033210	0.19368	0.0042540
1460.0	0.24909	0.0039000	0.21015	0.0078640	0.13640	0.0038480	0.19428	0.0042780
1465.0	0.24964	0.0039190	0.21057	0.0071250	0.13707	0.0032500	0.19477	0.0039470
1470.0	0.25035	0.0036730	0.21099	0.0084810	0.13756	0.0032670	0.19549	0.0043700
1475.0	0.25086	0.0036580	0.21171	0.0076210	0.13755	0.0032390	0.19560	0.0039100
1480.0	0.25112	0.0038850	0.21250	0.0071610	0.13925	0.0034970	0.19582	0.0039990
1485.0	0.25154	0.0037250	0.21335	0.0073870	0.13923	0.0035660	0.19734	0.0039100
1490.0	0.25269	0.0042170	0.21436	0.0067650	0.13940	0.0032660	0.19639	0.0041630
1495.0	0.25251	0.0039750	0.21545	0.0071590	0.14057	0.0031490	0.19832	0.0040180
1500.0	0.25447	0.0042830	0.21600	0.0074710	0.13986	0.0034690	0.19855	0.0043560
1505.0	0.25511	0.0038160	0.21656	0.0068390	0.14019	0.0031060	0.19850	0.0043370
1510.0	0.25493	0.0040070	0.21719	0.0075000	0.14068	0.0034270	0.20041	0.0048290
1515.0	0.25604	0.0040310	0.21725	0.0066580	0.14239	0.0037860	0.20026	0.0043090
1520.0	0.25683	0.0041440	0.21818	0.0076590	0.14395	0.0035250	0.20032	0.0052580
1525.0	0.25849	0.0040050	0.21877	0.0073910	0.14265	0.0029490	0.20180	0.0039050
1530.0	0.25740	0.0040730	0.22057	0.0071700	0.14336	0.0038110	0.20155	0.0050270
1535.0	0.25896	0.0039780	0.22169	0.0073660	0.14332	0.0038570	0.20252	0.0045490
1540.0	0.25794	0.0040990	0.22220	0.0073560	0.14289	0.0033560	0.20230	0.0042760
1545.0	0.25958	0.0037730	0.22311	0.0081860	0.14402	0.0031170	0.20308	0.0049720
1550.0	0.26058	0.0049080	0.22386	0.0076050	0.14453	0.0036040	0.20388	0.0045870
1555.0	0.26094	0.0040320	0.22512	0.0080250	0.14532	0.0031930	0.20398	0.0036490
1560.0	0.26173	0.0047710	0.22544	0.0074030	0.14529	0.0038310	0.20488	0.0052860
1565.0	0.26231	0.0043030	0.22660	0.0076690	0.14558	0.0036900	0.20539	0.0048590
1570.0	0.26355	0.0043000	0.22615	0.0079440	0.14564	0.0035530	0.20509	0.0050320
1575.0	0.26349	0.0047300	0.22694	0.0074000	0.14571	0.0037530	0.20617	0.0054470
1580.0	0.26345	0.0042860	0.22705	0.0079470	0.14616	0.0034770	0.20590	0.0048140
1585.0	0.26393	0.0050170	0.22819	0.0078660	0.14621	0.0041220	0.20763	0.0043090
1590.0	0.26524	0.0047790	0.22940	0.0071970	0.14765	0.0030670	0.20734	0.0050890
1595.0	0.26529	0.0036770	0.22923	0.0077290	0.14821	0.0033220	0.20857	0.0041890
1600.0	0.26592	0.0036260	0.22977	0.0080680	0.14786	0.0040280	0.20862	0.0046290
1605.0	0.26710	0.0043140	0.22970	0.0077220	0.14876	0.0033580	0.20895	0.0044670
1610.0	0.26731	0.0040490	0.23048	0.0074400	0.14831	0.0033670	0.21046	0.0041780
1615.0	0.26781	0.0051840	0.23102	0.0074470	0.14895	0.0042570	0.20993	0.0046700
1620.0	0.26706	0.0048260	0.23199	0.0080410	0.14977	0.0034740	0.20961	0.0055140
1625.0	0.26971	0.0041260	0.23224	0.0075930	0.14984	0.0041430	0.21100	0.0054120
1630.0	0.26790	0.0047870	0.23257	0.0078770	0.15004	0.0036020	0.21063	0.0054400
1635.0	0.26955	0.0051950	0.23296	0.0082890	0.14996	0.0038310	0.21149	0.0041920
1640.0	0.27148	0.0042060	0.23293	0.0081610	0.15016	0.0041030	0.21137	0.0040060
1645.0	0.27039	0.0044890	0.23299	0.0081350	0.14938	0.0039110	0.21261	0.0052580
1650.0	0.27149	0.0036590	0.23385	0.0073080	0.15116	0.0032770	0.21307	0.0026910
1655.0	0.27145	0.0040150	0.23395	0.0070140	0.15076	0.0018800	0.21271	0.0025200
1660.0	0.27177	0.0035660	0.23487	0.0071430	0.15106	0.0019510	0.21342	0.0020870
1665.0	0.27230	0.0035460	0.23458	0.0068020	0.15090	0.0017870	0.21351	0.0021480
1670.0	0.27257	0.0034350	0.23541	0.0067300	0.15162	0.0017990	0.21454	0.0022940
1675.0	0.27472	0.0025460	0.23571	0.0062970	0.15119	0.00047700	0.21502	
1680.0	0.27480	0.0024520	0.23579	0.0059850	0.15103	0.00058700	0.21513	
1685.0	0.27475	0.0026140	0.23610	0.0061000	0.15125	0.00078600	0.21495	
1690.0	0.27521	0.0024960	0.23659	0.0064930	0.15150	0.00059900	0.21564	
1695.0	0.27633	0.0026620	0.23726	0.0064170	0.15213	0.00022500	0.21582	
1700.0	0.27642	0.0024770	0.23705	0.0067210	0.15202	0.0012360	0.21597	
1705.0	0.27685	0.0025490	0.23736	0.0061800	0.15246	0.0010980	0.21704	
1710.0	0.27753	0.0027000	0.23769	0.0066780	0.15193	0.0010910	0.21665	
1715.0	0.27890	0.0026290	0.23855	0.0067650	0.15220	0.0010960	0.21684	
1720.0	0.27861	0.0027510	0.23932	0.0068870	0.15307	0.00077300	0.21800	
1725.0	0.27917	0.0025860	0.23930	0.0066600	0.15321	0.0014490	0.21805	
1730.0	0.27947	0.0027540	0.23932	0.0065550	0.15341	0.0010160	0.21864	
1735.0	0.28026	0.0027520	0.24018	0.0061680	0.15361	0.0016150	0.21864	
1740.0	0.28028	0.0027000	0.23993	0.0061890	0.15346	0.0012620	0.21889	
1745.0	0.28056	0.0027050	0.24036	0.0063090	0.15395	0.0018600	0.21893	
1750.0	0.28111	0.0027730	0.24127	0.0063680	0.15418	0.0013220	0.21931	
1755.0	0.28187	0.0025920	0.24172	0.0069020	0.15446	0.0018670	0.21966	
1760.0	0.28272	0.0026340	0.24267	0.0067090	0.15516	0.0012460	0.21998	
1765.0	0.28268	0.0024640	0.24258	0.0067660	0.15450	0.0015410	0.22104	
1770.0	0.28318	0.0026580	0.24281	0.0070350	0.15534	0.0017990	0.22099	
1775.0	0.28354	0.0026940	0.24333	0.0065650	0.15555	0.0014400	0.22113	
1780.0	0.28411	0.0023780	0.24393	0.0067580	0.15554	0.0023480	0.22152	
1785.0	0.28438	0.0027400	0.24424	0.0063860	0.15648	0.0025480	0.22203	
1790.0	0.28477	0.0027070	0.24491	0.0063980	0.15592	0.0028610	0.22213	
1795.0	0.28537	0.0026450	0.24498	0.0068260	0.15555	0.0026420	0.22254	
1800.0	0.28540	0.0025350	0.24512	0.0066950	0.15590	0.0012860	0.22249	
1805.0	0.28649	0.0024200	0.24550	0.0067500	0.15695	0.0017790	0.22202	
1810.0	0.28682	0.0024720	0.24537	0.0067890	0.15717	0.0013130	0.22384	
1815.0	0.28669	0.0024860	0.24592	0.0065190	0.15777	0.0014130	0.22302	
1820.0	0.28691	0.0029780	0.24610	0.0071300	0.15740	0.00064300	0.22346	
1825.0	0.28868	0.0028790	0.24635	0.0070610	0.15817	0.0020870	0.22455	
1830.0	0.28808	0.0028110	0.24660	0.0066320	0.15823	0.0024120	0.22445	
1835.0	0.28967	0.0030470	0.24711	0.0070020	0.15817	0.0016860	0.22446	
1840.0	0.29043	0.0033450	0.24757	0.0073840	0.15824	0.0017900	0.22515	
1845.0	0.29105	0.0026110	0.24800	0.0068360	0.15843	0.0028750	0.22549	
1850.0	0.29174	0.0030680	0.24849	0.0067040	0.15880	0.0027790	0.22607	
1855.0	0.29183	0.0026340	0.24890	0.0067900	0.15895	0.0021970	0.22642	
1860.0	0.29055	0.0026110	0.24828	0.0069510	0.15873	0.0028170	0.22616	
1865.0	0.29166	0.0026050	0.24888	0.0066400	0.15944	0.0012630	0.22691	
1870.0	0.29298	0.0028750	0.24975	0.0071930	0.16016	0.00085300	0.22782	
1875.0	0.29313	0.0031450	0.25019	0.0080530	0.16021	0.0033960	0.22790	
1880.0	0.29321	0.0025980	0.25050	0.0072590	0.16024	0.0037040	0.22820	
1885.0	0.29452	0.0029370	0.25159	0.0067940	0.16065	0.0010940	0.22905	
1890.0	0.29318	0.0027340	0.25126	0.0071390	0.15990	0.0014790	0.22883	
1895.0	0.29266	0.0028850	0.25134	0.0067380	0.15948	0.0026990	0.22871	
1900.0	0.29356	0.0030130	0.25187	0.0066830	0.15996	0.0015740	0.22931	
1905.0	0.29423	0.0033150	0.25235	0.0067110	0.16040	0.0027190	0.22982	
1910.0	0.29473	0.0032220	0.25267	0.0069530	0.16173	0.0025920	0.23014	
1915.0	0.29590	0.0031260	0.25359	0.0077350	0.16170	0.0021430	0.23094	
1920.0	0.29632	0.0035110	0.25422	0.0072260	0.16196	0.0019950	0.23079	
1925.0	0.29677	0.0029310	0.25476	0.0075440	0.16317	0.0027680	0.23155	
1930.0	0.29716	0.0033340	0.25562	0.0072950	0.16318	0.0029310	0.23201	
1935.0	0.29747	0.0029220	0.25535	0.0068210	0.16268	0.0011470	0.23167	
1940.0	0.29754	0.0032580	0.25527	0.0071590	0.16305	0.0021490	0.23232	
1945.0	0.29856	0.0029920	0.25656	0.0069550	0.16382	0.0028230	0.23278	
1950.0	0.29875	0.0030190	0.25720	0.0070650	0.16339	0.0028170	0.23302	
1955.0	0.29825	0.0030480	0.25751	0.0072820	0.16368	0.0025270	0.23347	
1960.0	0.29931	0.0030550	0.25836	0.0065500	0.16466	0.0026080	0.23419	
1965.0	0.29958	0.0030880	0.25879	0.0074100	0.16465	0.0025160	0.23456	
1970.0	0.30019	0.0033140	0.25943	0.0067000	0.16462	0.0037820	0.23465	
1975.0	0.30071	0.0031840	0.26010	0.0068660	0.16542	0.0045520	0.23488	
1980.0	0.30068	0.0031240	0.26039	0.0071780	0.16563	0.0036410	0.23602	
1985.0	0.30184	0.0030410	0.26162	0.0070970	0.16631	0.0046700	0.23569	
